user_id,clicks,views
5ef0b4eba35ab2d6180b0bca7e46b6f9,5,17
598b3e71ec378bd83e0a727608b5db01,1,1
74071a673307ca7459bcf75fbd024e09,1,2
cfee398643cbc3dc5eefc89334cacdc1,1,2
d18f655c3fce66ca401d5f38b48c89af,2,5
6ea2ef7311b482724a9b7b0bc0dd85c6,1,4
9461cce28ebe3e76fb4b931c35a169b0,0,1
f770b62bc8f42a0b66751fe636fc6eb0,1,1
e1e32e235eee1f970470a3a6658dfdd5,0,1
eba0dc302bcd9a273f8bbb72be3a687b,3,8
218a0aefd1d1a4be65601cc6ddc1520e,1,2
7d04bbbe5494ae9d2f5a76aa1c00fa2f,1,3
a516a87cfcaef229b342c437fe2b95f7,1,1
c3c59e5f8b3e9753913f4d435b53c308,1,2
854d9fca60b4bd07f9bb215d59ef5561,1,1
c410003ef13d451727aeff9082c29a5c,0,3
559cb990c9dffd8675f6bc2186971dc2,1,1
55a7cf9c71f1c9c495413f934dd1a158,3,5
2f55707d4193dc27118a0f19a1985716,0,1
1be3bc32e6564055d5ca3e5a354acbef,1,3
35051070e572e47d2c26c241ab88307f,0,1
b534ba68236ba543ae44b22bd110a1d6,0,1
7380ad8a673226ae47fce7bff88e9c33,2,3
05f971b5ec196b8c65b75d2ef8267331,0,1
3cf166c6b73f030b4f67eeaeba301103,10,23
cee631121c2ec9232f3a2f028ad5c89b,0,2
5b69b9cb83065d403869739ae7f0995e,3,13
b5b41fac0361d157d9673ecb926af5ae,0,4
285e19f20beded7d215102b49d5c09a0,0,2
b337e84de8752b27eda3a12363109e80,3,3
e8c0653fea13f91bf3c48159f7c24f78,4,15
ff4d5fbbafdf976cfdc032e3bde78de5,6,14
2d6cc4b2d139a53512fb8cbb3086ae2e,0,1
389bc7bb1e1c2a5e7e147703232a88f6,0,1
e2230b853516e7b05d79744fbd4c9c13,1,5
087408522c31eeb1f982bc0eaf81d35f,0,1
a760880003e7ddedfef56acb3b09697f,1,5
10a7cdd970fe135cf4f7bb55c0e3b59f,2,4
3dc4876f3f08201c7c76cb71fa1da439,5,13
59b90e1005a220e2ebc542eb9d950b1e,7,15
2b8a61594b1f4c4db0902a8a395ced93,6,17
f3f27a324736617f20abbf2ffd806f6d,0,5
38913e1d6a7b94cb0f55994f679f5956,0,2
ebd9629fc3ae5e9f6611e2ee05a31cef,0,1
63538fe6ef330c13a05a3ed7e599d5f7,0,1
cf67355a3333e6e143439161adc2d82e,0,1
07563a3fe3bbe7e3ba84431ad9d055af,1,5
53fde96fcc4b4ce72d7739202324cd49,3,5
2bb232c0b13c774965ef8558f0fbd615,1,2
ba2fd310dcaa8781a9a652a31baf3c68,0,3
69421f032498c97020180038fddb8e24,0,1
85422afb467e9456013a2a51d4dff702,0,4
13f320e7b5ead1024ac95c3b208610db,0,1
f4be00279ee2e0a53eafdaa94a151e2c,0,1
37f0e884fbad9667e38940169d0a3c95,1,1
d64a340bcb633f536d56e51874281454,0,1
0fcbc61acd0479dc77e3cccc0f5ffca7,0,3
