user_id,clicks,views,group
4e62e752ae53fb6a6eebd0f6146aa702,0,2,A
9bb6dee73b8b0ca97466ccb24fff3139,0,1,A
1943102704f8f8f3302c2b730728e023,1,3,A
37d097caf1299d9aa79c2c2b843d2d78,2,4,A
23c97e9cb93576e45d2feaf00d0e8502,0,1,A
5d6646aad9bcc0be55b2c82f69750387,8,20,A
2a34abd6ebbd7fcf5a4421229c946c0a,2,3,A
9f44e956e3a2b7b5598c625fcc802c36,0,3,A
7dc1c7653ac42a05642a667959c12239,0,2,A
c182f930a06317057d31c73bb2fedd4f,0,1,A
936a40b7e8eea0dc537e5f2edee1387a,1,1,A
0d73a25092e5c1c9769a9f3255caa65a,25,62,A
e21e4e58ad9ab56e8a4634046da90113,47,119,A
d30960ce77e83d896503d43ba249caf7,0,7,A
24917db15c4e37e421866448c9ab23d8,3,15,A
350db081a661525235354dd3e19b8c05,1,5,A
a486cd07e4ac3d270571622f4f316ec5,0,1,A
cb8da6767461f2812ae4290eac7cbc42,1,4,A
1e8c391abfde9abea82d75a2d60278d4,0,1,A
a381c2c35c9157f6b67fd07d5a200ae1,0,1,A
ee26fc66b1369c7625333bedafbfcaf6,0,6,A
d542599794c1cf067d90638b5d3911f3,22,59,A
697e382cfd25b07a3e62275d3ee132b3,0,1,A
ddd9dda6bfaf0bb1525a8a27c3ee6131,0,1,A
1819932ff5cf474f4f19e7c7024640c2,0,1,A
333ac5d90817d69113471fbb6e531bee,1,1,A
86e78499eeb33fb9cac16b7555b50767,4,12,A
6e5025ccc7d638ae4e724da8938450a6,0,1,A
c3e4035af2a1cde9f21e1ae1951ac80b,0,3,A
8929c70f8d710e412d38da624b21c3c8,11,38,A
32e05616c8ed659463f9af00b142dd6f,1,3,A
2596a54cdbb555cfd09cd5d991da0f55,0,1,A
41e7637e7b6a9f27a98b84d3a185c7c0,0,5,A
bd0cc810b580b35884bd9df37c0e8b0f,9,34,A
88a839f2f6f1427879fc33ee4acf4f66,0,1,A
f8e59f4b2fe7c5705bf878bbd494ccdf,1,1,A
9978b7063e297d84bb2ac8e46c1c845f,3,5,A
7bc1ec1d9c3426357e69acd5bf320061,4,7,A
d1a21da7bca4abff8b0b61b87597de73,1,4,A
211c1e0b83b9c69fa9c4bdede203c1e3,0,1,A
0234c510bc6d908b28c70ff313743079,3,6,A
bb1662b7c5f22a0f905fd59e718ca05e,5,29,A
169779d3852b32ce8b1a1724dbf5217d,0,1,A
12b1e42dc0746f22cf361267de07073f,1,3,A
3a1dd98341fafc1dfe9bcf36360e6b84,1,3,A
100d9f30ca54b18d14821dc88fea0631,1,5,A
d51b416788b6ee70eb0c381c06efc9f1,0,1,A
2056d8c1dec3d12cbce646b348d189d1,1,1,A
00a03ec6533ca7f5c644d198d815329c,3,9,A
f12ee9734e1edf70ed02d9829018b3d9,2,10,A
81b3833e2504647f9d794f7d7b9bf341,0,1,A
e2ad76f2326fbc6b56a45a56c59fafdb,0,1,A
b440509a0106086a67bc2ea9df0a1dab,18,69,A
1c6a0198177bfcc9bd93f6aab94aad3c,0,2,A
0a87257e5308197df43230edf4ad1dae,1,2,A
71560ce98c8250ce57a6a970c9991a5f,0,2,A
14ea0d5b0cf49525d1866cb1e95ada5d,0,2,A
ca0daec69b5adc880fb464895726dbdf,2,2,A
cdf1e288ca02272e717c9d5e4cb180bd,1,2,A
8c5f6ecd29a0eb234459190ca51c16dd,1,1,A
25db67c5657914454081c6a18e93d6dd,1,1,A
ea119a40c1592979f51819b0bd38d39d,1,3,A
6832a7b24bc06775d02b7406880b93fc,0,4,A
1145a30ff80745b56fb0cecf65305017,2,3,A
5249ee8e0cff02ad6b4cc0ee0e50b7d1,1,10,A
e45823afe1e5120cec11fc4c379a0c67,5,9,A
dd28e50635038e9cf3a648c2dd17ad0a,4,8,A
2d969e2cee8cfa07ce7ca0bb13c7a36d,0,1,A
4b4edc2630fe75800ddc29a7b4070add,0,1,A
06d5ae105ea1bea4d800bc96491876e9,0,2,A
fea9c11c4ad9a395a636ed944a28b51a,1,4,A
4aecfbe5d21e3f7912bf8eb29124423a,0,1,A
cd3afef9b8b89558cd56638c3631868a,2,9,A
db116b39f7a3ac5366079b1d9fe249a5,4,17,A
1368ba1ab6ed38bb1f26f36673739d54,9,29,A
3323fe11e9595c09af38fe67567a9394,0,2,A
05a70454516ecd9194c293b0e415777f,0,1,A
01894d6f048493d2cacde3c579c315a3,2,4,A
f3d9de86462c28781cbe5c47ef22c3e5,0,1,A
02e656adee09f8394b402d9958389b7d,0,1,A
5938b4d054136e5d59ada6ec9c295d7a,2,2,A
b5c01503041b70d41d80e3dbe31bbd8c,0,1,A
b0df2270be9cb16c14537e5bc2f2d37b,1,1,A
13111c20aee51aeb480ecbd988cd8cc9,1,3,A
d2a27e83d429f0dcae6b937cf440aeb1,0,4,A
598920e11d1eb2a49501d59fce5ecbb7,5,11,A
934b535800b1cba8f96a5d72f72f1611,1,1,A
04048aeca2c0f5d84639358008ed2ae7,1,1,A
8ca8da41fe1ebc8d3ca31dc14f5fc56c,2,4,A
443dec3062d0286986e21dc0631734c9,1,2,A
01eee509ee2f68dc6014898c309e86bf,39,118,A
efdf562ce2fb0ad460fd8e9d33e57f57,7,23,A
4ae67a7dd7e491f8fb6f9ea0cf25dfdb,7,14,A
6cd9313ed34ef58bad3fdd504355e72c,4,9,A
329e6581efbc90bd92a1f22c4ba2103d,4,21,A
2a8a812400df8963b2e2ac0ed01b07b8,3,11,A
3e6260b81898beacda3d16db379ed329,1,1,A
e0f7a4d0ef9b84b83b693bbf3feb8e6e,1,1,A
653ac11ca60b3e021a8c609c7198acfc,4,11,A
b0b79da57b95837f14be95aaa4d54cf8,1,2,A
3dd9424294b0292b6e89ea2bba2e1144,0,3,A
b166b57d195370cd41f80dd29ed523d9,6,16,A
2952351097998ac1240cb2ab7333a3d2,2,6,A
487d4c6a324446b3fa45b30cfcee5337,2,7,A
d4dd111a4fd973394238aca5c05bebe3,0,2,A
b6e32320fa6bc5a588b90183b95dc028,3,14,A
1a3f91fead97497b1a96d6104ad339f6,2,6,A
90aef91f0d9e7c3be322bd7bae41617d,0,3,A
3147da8ab4a0437c15ef51a5cc7f2dc4,4,18,A
10907813b97e249163587e6246612e21,1,1,A
758a06618c69880a6cee5314ee42d52f,1,4,A
df1f1d20ee86704251795841e6a9405a,0,1,A
be6c7b094f88532b6c6b35bbcd525ee8,1,1,A
243facb29564e7b448834a7c9d901201,1,3,A
a07c2f3b3b907aaf8436a26c6d77f0a2,1,1,A
d5e2c0adad503c91f91df240d0cd4e49,4,7,A
635440afdfc39fe37995fed127d7df4f,4,20,A
ce6c92303f38d297e263c7180f03d402,11,46,A
38651c4450f87348fcbe1f992746a954,2,6,A
c2ba1bc54b239208cb37b901c0d3b363,0,1,A
f6c79f4af478638c39b206ec30ab166b,8,19,A
d6288499d0083cc34e60a077b7c4b3e1,5,16,A
2d3acd3e240c61820625fff66a19938f,5,11,A
04ad5632029cbfbed8e136e5f6f7ddfa,0,2,A
4cb811134b9d39fc3104bd06ce75abad,14,44,A
bbaa9d6a1445eac881750bea6053f564,2,6,A
0233f3bb964cf325a30f8b1c2ed2da93,1,2,A
26505e0494662534f633586941b77d0c,3,4,A
ccbd8ca962b80445df1f7f38c57759f0,1,2,A
66e8ba8216a1e152d72653d99a4f03ab,1,5,A
eb76c035d5d0a2bd2a0d0834b93c9c26,0,1,A
53ed35c74a2ec275b837374f04396c03,2,2,A
2b8eba3cb0d0f1d761cb74d94a5ace36,0,1,A
51de85ddd068f0bc787691d356176df9,1,3,A
cd0f74b5955dc87fd0605745c4b49ee8,0,1,A
a376033f78e144f494bfc743c0be3330,4,14,A
743394beff4b1282ba735e5e3723ed74,0,2,A
074177d3eb6371e32c16c55a3b8f706b,7,12,A
95f8d9901ca8878e291552f001f67692,1,1,A
cd0cbcc668fe4bc58e0af3cc7e0a653d,0,3,A
6150ccc6069bea6b5716254057a194ef,2,9,A
fe40fb944ee700392ed51bfe84dd4e3d,1,3,A
cc7e2b878868cbae992d1fb743995d8f,3,7,A
96671501524948bc3937b4b30d0e57b9,1,3,A
dc16622ddc767e6bc1200fe5df2fbdfb,3,12,A
0f46c64b74a6c964c674853a89796c8e,5,9,A
d6bcb486f72ae7b5dc68b5b7df7ec887,0,1,A
716e1b8c6cd17b771da77391355749f3,0,5,A
80537a945c7aaa788ccfcdf1b99b5d8f,19,66,A
ae1eaa32d10b6c886981755d579fb4d8,0,1,A
fa2431bf9d65058fe34e9713e32d60e6,0,4,A
5b8e4fd39d9786228649a8a8bec4e008,0,1,A
c3614206a443012045cfd75d2600af2d,8,20,A
43351f7bf9a215be70c2c2caa7555002,1,3,A
1177967c7957072da3dc1db4ceb30e7a,3,4,A
98e6f17209029f4ae6dc9d88ec8eac2c,1,2,A
47810f956e3d8fb8a32fb276448b464d,0,1,A
5f6371c9126149517d9ba475def53139,0,2,A
229754d7799160502a143a72f6789927,1,2,A
16026d60ff9b54410b3435b403afd226,1,3,A
130f1a8e9e102707f3f91b010f151b0b,1,3,A
e069ea4c9c233d36ff9c7f329bc08ff1,2,3,A
3de568f8597b94bda53149c7d7f5958c,3,10,A
40b5f25a228570053bc64a043c3f1833,0,1,A
46a558d97954d0692411c861cf78ef79,1,2,A
2b45c629e577731c4df84fc34f936a89,0,1,A
ffedf5be3a86e2ee281d54cdc97bc1cf,0,2,A
d827f12e35eae370ba9c65b7f6026695,1,2,A
e6c2dc3dee4a51dcec3a876aa2339a78,0,2,A
2d2ca7eedf739ef4c3800713ec482e1a,1,2,A
f976b57bb9dd27aa2e7e7df2825893a6,1,5,A
6211080fa89981f66b1a0c9d55c61d0f,3,6,A
e58aea67b01fa747687f038dfde066f6,2,8,A
f516dfb84b9051ed85b89cdc3a8ab7f5,3,7,A
49c0b9d84c2a16fcaf9d25694fda75e1,2,9,A
046ddf96c233a273fd390c3d0b1a9aa4,1,6,A
69dafe8b58066478aea48f3d0f384820,0,1,A
f3ac63c91272f19ce97c7397825cc15f,0,7,A
db9eeb7e678863649bce209842e0d164,1,2,A
88bfcf02e7f554f9e9ea350b699bc6a7,5,9,A
778609db5dc7e1a8315717a9cdd8fd6f,1,5,A
68d309812548887400e375eaa036d2f1,2,5,A
426f990b332ef8193a61cc90516c1245,0,2,A
a11f9e533f28593768ebf87075ab34f2,0,1,A
a70dc40477bc2adceef4d2c90f47eb82,1,1,A
761c7920f470038d4c8a619c79eddd62,5,11,A
228bbc2f87caeb21bb7f6949fddcb91d,1,2,A
149815eb972b3c370dee3b89d645ae14,1,4,A
d5e2fbef30a4eb668a203060ec8e5eef,18,56,A
6c97cd07663b099253bc569fe8d342bb,0,1,A
f1e2b2c9255d552500a833ac828cd635,1,3,A
03255088ed63354a54e0e5ed957e9008,2,2,A
fd69dbe29f156a7ef876a40a94f65599,0,1,A
be53d253d6bc3258a8160556dda3e9b2,24,82,A
619205da514e83f869515c782a328d3c,0,1,A
273448411df1962cba1db6c05b3213c9,0,2,A
e77dbaf6759253c7c6d0efc5690369c7,0,1,A
f7e0b956540676a129760a3eae309294,0,1,A
7e3b7a5bafcb0fa8e8dfe3ea6aca9186,1,2,A
7b4773c039d539af17c883eb9283dd14,3,21,A
a3eb043e7bf775de87763e9f8121c953,0,3,A
806fec5af7f5b48b8a31a003e171f3fb,1,4,A
b6cda17abb967ed28ec9610137aa45f7,1,2,A
35936504a37d53e03abdfbc7318d9ec7,7,15,A
43e4e6a6f341e00671e123714de019a8,1,2,A
c8dfece5cc68249206e4690fc4737a8d,0,1,A
2321994d85d661d792223f647000c65f,0,5,A
7cc532d783a7461f227a5da8ea80bfe1,19,89,A
f52854cc99ae1c1966b0a21d0127975b,3,7,A
81b073de9370ea873f548e31b8adc081,3,7,A
777669af68dbccabc30c3b6bcaa81825,1,1,A
b23975176653284f1f7356ba5539cfcb,3,3,A
20c9f5700da1088260df60fcc5df2b53,0,1,A
70fcb77e6349f4467edd7227baa73222,0,2,A
326a8c055c0d04f5b06544665d8bb3ea,0,2,A
0abdc563a06105aee3c6136871c9f4d1,7,29,A
92049debbe566ca5782a3045cf300a3c,0,1,A
23af4b45f1e166141a790d1a3126e77a,1,3,A
d254c8a084d4545bd80577481aa03076,2,4,A
3f53d7190148675e3cd472fc826828c5,4,7,A
ea204361fe7f024b130143eb3e189a18,2,6,A
d095a94d20dcaf7aa07301948549bede,0,1,A
d20be76a86c0d71c75035fced631f874,2,3,A
d69116f8b0140cdeb1f99a4d5096ffe4,1,3,A
4ebd440d99504722d80de606ea8507da,11,43,A
794288f252f45d35735a13853e605939,1,6,A
8aec51422b30d61bce078b27f0babeb1,0,2,A
505259756244493872b7709a8a01b536,1,2,A
f7e2b2b75b04175610e5a00c1e221ebb,1,4,A
9fb7b048c96d44a0337f049e0a61ff06,1,2,A
d3b1fb02964aa64e257f9f26a31f72cf,2,6,A
300891a62162b960cf02ce3827bb363c,1,2,A
466accbac9a66b805ba50e42ad715740,0,6,A
ab8aa05e782481f55fc1412a97e7ac34,0,4,A
ca43108ded5aabc7793d3f9b928cdd54,1,6,A
0a65e195cb51418279b6fa8d96847a60,6,7,A
4c5bcfec8584af0d967f1ab10179ca4b,0,1,A
5f14615696649541a025d3d0f8e0447f,2,2,A
8cbd005a556ccd4211ce43f309bc0eac,0,2,A
123b7f02433572a0a560e620311a469c,0,1,A
6ee69d3769e832ec77c9584e0b7ba112,1,1,A
269d837afada308dd4aeab28ca2d57e4,1,2,A
3837a451cd0abc5ce4069304c5442c87,6,8,A
add217938e07bb1fd8796e0315b88c10,1,6,A
da4902cb0bc38210839714ebdcf0efc3,4,6,A
7b66b4fd401a271a1c7224027ce111bc,11,31,A
ee8fe9093fbbb687bef15a38facc44d2,0,2,A
3baa271bc35fe054c86928f7016e8ae6,0,1,A
ea159dc9788ffac311592613b7f71fbb,8,25,A
1a68e5f4ade56ed1d4bf273e55510750,0,3,A
99f59c0842e83c808dd1813b48a37c6a,0,1,A
8b4224068a41c5d37f5e2d54f3995089,64,197,A
d04863f100d59b3eb688a11f95b0ae60,0,1,A
063e26c670d07bb7c4d30e6fc69fe056,0,2,A
999600eb275cc7196161261972daa59b,0,1,A
102f0bb6efb3a6128a3c750dd16729be,0,1,A
a554f89dd61cabd2ff833d3468e2008a,2,7,A
52cf49fea5ff66588408852f65cf8272,0,1,A
d0921d442ee91b896ad95059d13df618,0,1,A
b090409688550f3cc93f4ed88ec6cafb,0,2,A
dcf6070a4ab7f3afbfd2809173e0824b,4,5,A
878d5691c824ee2aaf770f7d36c151d6,2,11,A
565030e1fce4e481f9823a7de3b8a047,0,1,A
bc7f621451b4f5df308a8e098112185d,1,11,A
03cf87174debaccd689c90c34577b82f,2,13,A
959ef477884b6ac2241b19ee4fb776ae,15,44,A
4dd9cec1c21bc54eecb53786a2c5fa09,1,2,A
bd7db7397f7d83052f829816ecc7f004,0,2,A
8208974663db80265e9bfe7b222dcb18,0,1,A
b53477c2821c1bf0da5d40e57b870d35,0,1,A
de7092ba6df4276921d27a3704c57998,0,1,A
97416ac0f58056947e2eb5d5d253d4f2,1,1,A
7cac11e2f46ed46c339ec3d569853759,2,5,A
b3f61131b6eceeb2b14835fa648a48ff,0,2,A
a6ea8471c120fe8cc35a2954c9b9c595,2,6,A
ddeebdeefdb7e7e7a697e1c3e3d8ef54,1,2,A
186fb23a33995d91ce3c2212189178c8,1,1,A
72e6d3238361fe70f22fb0ac624a7072,0,1,A
cb2c2041d9763d84d7d655e81178f444,0,2,A
e3ca0449fa2ea7701a7ac53fb719c51a,1,6,A
5dec707028b05bcbd3a1db5640f842c5,0,2,A
ac1ad983e08ad3304a97e147f522747e,0,2,A
db60b95decdeed944b4cd8685417cfdc,2,10,A
020bf2c45e7bb322f89a226bd2c5d41b,1,2,A
7993e11204b215b27694b6f139e34ce8,1,4,A
e139c454239bfde741e893edb46a06cc,1,5,A
be1df9a5d08724971f64a511e24fc904,0,1,A
af5d5ef24881f3c3049a7b9bfe74d58b,2,2,A
4a06d868d044c50af0cf9bc82d2fc19f,1,3,A
f83630579d055dc5843ae693e7cdafe0,0,1,A
c65d7bd70fe3e5e3a2f3de681edc193d,1,2,A
2aaaddf27344ee54058548dc081c6541,3,4,A
cc0991344c3d760ae42259064406bae1,0,1,A
a9365bd906e11324065c35be476beb0c,1,3,A
1fb2a1c37b18aa4611c3949d6148d0f8,6,21,A
cbf8710b43df3f2c1553e649403426df,6,16,A
d16509f6eaca1022bd8f28d6bc582cae,0,4,A
0fe473396242072e84af286632d3f0ff,1,2,A
f708f064faaf32a43e4d3c784e6af9ea,0,5,A
b1301141feffabac455e1f90a7de2054,0,1,A
5314b9674c86e3f9d1ba25ef9bb32895,0,1,A
6547884cea64550284728eb26b0947ef,1,6,A
3cf2559725a9fdfa602ec8c887440f32,15,35,A
fc79250f8c5b804390e8da280b4cf06e,1,3,A
feecee9f1643651799ede2740927317a,0,1,A
7a68443f5c80d181c42967cd71612af1,1,5,A
6048ff4e8cb07aa60b6777b6f7384d52,8,19,A
24e27b869b66e9e62724bd7725d5d9c1,8,21,A
7fd804295ef7f6a2822bf4c61f9dc4a8,1,5,A
9ed9328611fe3f45b3cce8ffe386ee97,0,4,A
2f4fe03d77724a7217006e5d16728874,1,1,A
2c3ddf4bf13852db711dd1901fb517fa,1,2,A
07a9d3fed4c5ea6b17e80258dee231fa,0,1,A
61d77652c97ef636343742fc3dcf3ba9,1,1,A
49d4b2faeb4b7b9e745775793141e2b2,13,34,A
2dbf21633f03afcf882eaf10e4b5caca,2,4,A
28b60a16b55fd531047c0c958ce14b95,1,1,A
8c9f32e03aeb2e3000825c8c875c4edd,0,1,A
03e7ef47cee6fa4ae7567394b99912b7,8,23,A
b427426b8acd2c2e53827970f2c2f526,5,15,A
7cf64379eb6f29a4d25c4b6a2df713e4,0,1,A
7e05d6f828574fbc975a896b25bb011e,1,1,A
54b2b21af94108d83c2a909d5b0a6a50,27,66,A
8bdb5058376143fa358981954e7626b8,1,3,A
e9412ee564384b987d086df32d4ce6b7,1,2,A
cf05968255451bdefe3c5bc64d550517,1,6,A
10c66082c124f8afe3df4886f5e516e0,1,1,A
1843e35d41ccf6e63273495ba42df3c1,11,32,A
70c445ee64b1ed0583367a12a79a9ef2,1,2,A
1e0a84051e6a4a7381473328f43c4884,8,19,A
7b41bfa5085806dfa24b8c9de0ce567f,2,7,A
250413d2982f1f83aa62a3a323cd2a87,0,1,A
e82c4b19b8151ddc25d4d93baf7b908f,19,54,A
57bafb2c2dfeefba931bb03a835b1fa9,6,16,A
7cc234202e98d2722580858573fd0817,0,1,A
d9ff90f4000eacd3a6c9cb27f78994cf,3,5,A
73f490f3f868edbcd80b5d3f7cedc403,0,1,A
5e6bd7a6970cd4325e587f02667f7f73,0,1,A
0bf727e907c5fc9d5356f11e4c45d613,2,10,A
fec87a37cdeec1c6ecf8181c0aa2d3bf,2,5,A
c8067ad1937f728f51288b3eb986afaa,14,38,A
4c8c76b39d294759a9000cbda3a6571a,0,1,A
53f0d7c537d99b3824f0f99d62ea2428,1,2,A
1f34004ebcb05f9acda6016d5cc52d5e,0,1,A
b06b5541a62ed438f956b662b4e1ec28,4,18,A
6b5754d737784b51ec5075c0dc437bf0,15,44,A
f55cadb97eaff2ba1980e001b0bd9842,0,1,A
2c6ae45a3e88aee548c0714fad7f8269,2,2,A
b4baaff0e2f11b5356193849021d641f,0,1,A
ea4eb49329550caaa1d2044105223721,1,1,A
bb03e43ffe34eeb242a2ee4a4f125e56,1,2,A
6a4cbdaedcbda0fa8ddc7ea32073c475,1,6,A
7989edad14ebcd3adfacc7344dc6b739,2,2,A
3430095c577593aad3c39c701712bcfe,64,234,A
347665597cbfaef834886adbb848011f,1,2,A
01a0683665f38d8e5e567b3b15ca98bf,2,7,A
46515dcd99ea50dd0671bc6840830404,1,7,A
8a20a8621978632d76c43dfd28b67767,0,6,A
c30fb4dc55d801fc7473840b5b161dfa,4,14,A
33bb83720ba9d2b6da87114380314af5,0,5,A
12ffb0968f2f56e51a59a6beb37b2859,1,5,A
d9fc0cdb67638d50f411432d0d41d0ba,0,3,A
9af76329c78e28c977ab1bcd1c3fe9b8,1,1,A
