"state","year","name","type","city","county","district","enroll","mmr","overall","xrel","xmed","xper","lat","lng"
"Arizona","2018-19","Phoenix Collegiate Academy Charter","Charter","Phoenix","Maricopa",null,50,96,-1,null,null,4,33.3951548,-112.0736622
"Arizona","2018-19","Soleng Tom Elementary","Public","Tucson","Pima",null,75,96,-1,null,null,4,32.2126872,-110.767451
"Arizona","2018-19","Academy Of Math And Science Camelback","Charter","Phoenix","Maricopa",null,173,95.95,-1,null,null,2.31,33.508519,-112.202393
"Arizona","2018-19","Abraham Lincoln Traditional","Public","Phoenix","Maricopa",null,74,95.95,-1,null,null,5.41,33.580714,-112.143465
"Arizona","2018-19","Asu Preparatory Academy - Polytechnic Elementary","Public","Mesa","Maricopa",null,74,95.95,-1,null,null,6.76,33.308633,-111.68204
"Arizona","2018-19","Calabasas","Public","Rio Rico","Santa Cruz",null,74,95.95,-1,null,1.35,1.35,31.4379237,-110.9682759
"Arizona","2018-19","Sunrise Elementary","Public","Phoenix","Maricopa",null,74,95.95,-1,null,null,5.41,33.6459177,-112.1268754
"Arizona","2018-19","Liberty Elementary School-85326","Public","Buckeye","Maricopa",null,49,95.92,-1,null,null,2.04,33.3791396,-112.4862896
"Arizona","2018-19","Lowell","Public","Phoenix","Maricopa",null,49,95.92,-1,null,null,4.08,33.4361398,-112.0762002
"Arizona","2018-19","Saint John The Evangelist","Private","Tucson","Pima",null,49,95.92,-1,null,null,2.04,32.1783054,-110.978798
"Arizona","2018-19","Hudson Elementary","Public","Tempe","Maricopa",null,73,95.89,-1,null,null,4.11,33.390973,-111.91692
"Arizona","2018-19","Lindbergh Elementary","Public","Mesa","Maricopa",null,73,95.89,-1,null,null,1.37,33.397802,-111.802996
"Arizona","2018-19","Quentin Elementary","Public","Avondale","Maricopa",null,73,95.89,-1,null,null,2.74,33.4256309,-112.2975832
"Arizona","2018-19","Christ's Greenfield Lutheran","Private","Gilbert","Maricopa",null,24,95.83,-1,null,null,4.17,33.358296,-111.737238
"Arizona","2018-19","Liberty Traditional Charter School - Saddleback","Charter","Douglas","Cochise",null,24,95.83,-1,null,null,null,31.3731228,-109.5283581
"Arizona","2018-19","Stevenson Elementary","Public","Mesa","Maricopa",null,96,95.83,-1,null,null,3.13,33.4031638,-111.6250829
"Arizona","2018-19","Young Scholars Academy","Charter","Bullhead City","Mohave",null,48,95.83,-1,null,null,4.17,35.03378,-114.5964614
"Arizona","2018-19","Lookout Mountain","Public","Phoenix","Maricopa",null,167,95.81,-1,null,null,4.79,33.6248858,-112.0755821
"Arizona","2018-19","Circle Cross K-8 Stem Academy","Public","San Tan Valley","Pinal",null,71,95.77,-1,null,1.41,1.41,33.2041506,-111.5710276
"Arizona","2018-19","Scales Technology Academy","Public","Tempe","Maricopa",null,71,95.77,-1,null,null,5.63,33.4248243,-111.9553205
"Arizona","2018-19","Gladden Farms Elementary","Public","Marana","Pima",null,94,95.74,-1,null,null,3.19,32.4328979,-111.2145738
"Arizona","2018-19","Pueblo Del Sol Middle","Public","Phoenix","Maricopa",null,47,95.74,-1,null,null,null,33.4891891,-112.14209
"Arizona","2018-19","Robison Elementary","Public","Tucson","Pima",null,47,95.74,-1,null,null,null,32.2127988,-110.9315702
"Arizona","2018-19","Saint Thomas The Apostle Catholic","Private","Phoenix","Maricopa",null,47,95.74,-1,null,null,6.38,33.5030752,-112.0308315
"Arizona","2018-19","Senita Valley Elementary","Public","Tucson","Pima",null,94,95.74,-1,null,null,4.26,32.140001,-110.7620137
"Arizona","2018-19","Borton Primary Magnet","Public","Tucson","Pima",null,70,95.71,-1,null,1.43,5.71,32.2066527,-110.9585815
"Arizona","2018-19","Cholla Elementary","Public","Casa Grande","Pinal",null,70,95.71,-1,null,2.86,2.86,32.9102974,-111.7363576
"Arizona","2018-19","Madison Heights Elementary","Public","Phoenix","Maricopa",null,93,95.7,-1,null,null,5.38,33.5414834,-112.0354343
"Arizona","2018-19","Maryland Elementary","Public","Phoenix","Maricopa",null,93,95.7,-1,null,null,10.75,33.5325346,-112.1031263
"Arizona","2018-19","Arlington Elementary","Public","Arlington","Maricopa",null,23,95.65,-1,null,4.35,4.35,33.3615484,-112.8158387
"Arizona","2018-19","Beaver Dam Elementary","Public","Littlefield","Mohave",null,23,95.65,-1,null,null,4.35,36.9058299,-113.9288805
"Arizona","2018-19","Desert Spirit","Public","Glendale","Maricopa",null,69,95.65,-1,null,1.45,4.35,33.5441635,-112.2172736
"Arizona","2018-19","Evergreen Elementary","Public","Casa Grande","Pinal",null,46,95.65,-1,null,null,2.17,32.88322,-111.736733
"Arizona","2018-19","Inca Elementary","Public","Buckeye","Maricopa",null,69,95.65,-1,null,null,4.35,33.4276404,-112.5585097
"Arizona","2018-19","Mesquite Elementary","Public","Casa Grande","Pinal",null,69,95.65,-1,null,2.9,null,32.874223,-111.7153662
"Arizona","2018-19","Sonoma Ranch Elementary","Public","Gilbert","Maricopa",null,69,95.65,-1,null,null,2.9,33.3617805,-111.7504835
"Arizona","2018-19","T Dale Hancock Elementary","Public","Chandler","Maricopa",null,92,95.65,-1,null,null,3.26,33.2706359,-111.8524574
"Arizona","2018-19","Horizon","Public","Glendale","Maricopa",null,91,95.6,-1,null,null,8.79,33.5607884,-112.1614556
"Arizona","2018-19","John E Wright Elementary","Public","Tucson","Pima",null,91,95.6,-1,null,2.2,3.3,32.2454767,-110.90078
"Arizona","2018-19","Ashton Ranch Elementary","Public","Surprise","Maricopa",null,68,95.59,-1,null,null,5.88,33.616475,-112.380535
"Arizona","2018-19","Kyrene De Los Lagos","Public","Phoenix","Maricopa",null,113,95.58,-1,null,null,4.42,33.2926108,-112.0083296
"Arizona","2018-19","Amerischools Academy - Yuma North Campus","Charter","Yuma","Yuma",null,45,95.56,-1,null,null,4.44,32.704937,-114.625109
"Arizona","2018-19","Cottonwood Elementary","Public","Casa Grande","Pinal",null,67,95.52,-1,null,1.49,null,32.8966176,-111.7454603
"Arizona","2018-19","Glenn L Downs","Public","Phoenix","Maricopa",null,67,95.52,-1,null,null,2.99,33.4901378,-112.1612316
"Arizona","2018-19","West Wing","Public","Peoria","Maricopa",null,89,95.51,-1,null,null,4.49,33.7270683,-112.2465478
"Arizona","2018-19","Manzanita Elementary","Public","Phoenix","Maricopa",null,111,95.5,-1,null,null,4.5,33.5596978,-112.1441084
"Arizona","2018-19","Burke Basic","Charter","Mesa","Maricopa",null,133,95.49,-1,null,null,0.75,33.3924987,-111.8288752
"Arizona","2018-19","Cartwright Elementary","Public","Phoenix","Maricopa",null,66,95.45,-1,null,null,null,33.4805234,-112.1848885
"Arizona","2018-19","New World Educational Center","Charter","Phoenix","Maricopa",null,22,95.45,-1,null,null,4.55,33.5226136,-112.0656921
"Arizona","2018-19","Vail Academy & High","Charter","Tucson","Pima",null,22,95.45,-1,null,null,null,32.0967099,-110.8274017
"Arizona","2018-19","Vista College Prep - Maryvale","Charter","Phoenix","Maricopa",null,44,95.45,-1,null,null,4.55,33.4665785,-112.1571579
"Arizona","2018-19","Riverside Traditional","Public","Phoenix","Maricopa",null,87,95.4,-1,null,null,3.45,33.434471,-112.1704611
"Arizona","2018-19","Glenn F Burton","Public","Glendale","Maricopa",null,65,95.38,-1,null,null,3.08,33.5300694,-112.1627685
"Arizona","2018-19","Canyon View Elementary","Public","Tucson","Pima",null,43,95.35,-1,null,null,4.65,32.311972,-110.8261727
"Arizona","2018-19","Cragin Elementary","Public","Tucson","Pima",null,43,95.35,-1,null,2.33,2.33,32.26084,-110.9356217
"Arizona","2018-19","Huachuca City Elementary","Public","Huachuca City","Cochise",null,43,95.35,-1,null,null,4.65,31.6321147,-110.3327432
"Arizona","2018-19","Our Lady Of Mount Carmel","Private","Tempe","Maricopa",null,43,95.35,-1,null,null,11.63,33.4047586,-111.9251709
"Arizona","2018-19","Sky View Elementary","Public","Peoria","Maricopa",null,43,95.35,-1,null,null,6.98,33.6032982,-112.2448094
"Arizona","2018-19","Sturgeon Cromer Elementary","Public","Flagstaff","Coconino",null,86,95.35,-1,null,null,3.49,35.268758,-111.5219678
"Arizona","2018-19","All Saints Catholic","Private","Sierra Vista","Cochise",null,21,95.24,-1,null,4.76,4.76,31.4824307,-110.2836169
"Arizona","2018-19","Arcadia Neighborhood Learning Center","Public","Scottsdale","Maricopa",null,42,95.24,-1,null,2.38,4.76,33.4998079,-111.9479771
"Arizona","2018-19","Basis - Peoria Primary","Charter","Peoria","Maricopa",null,126,95.24,-1,null,null,5.56,33.7195525,-112.2700452
"Arizona","2018-19","Foothills Elementary School-85306","Public","Glendale","Maricopa",null,63,95.24,-1,null,null,4.76,33.6289726,-112.1955557
"Arizona","2018-19","Homer Davis Elementary","Public","Tucson","Pima",null,63,95.24,-1,null,null,3.17,32.2846112,-111.0026246
"Arizona","2018-19","Justine Spitalny Elementary","Public","Phoenix","Maricopa",null,84,95.24,-1,null,null,3.57,33.4863584,-112.1576455
"Arizona","2018-19","Kyrene De La Esperanza","Public","Phoenix","Maricopa",null,105,95.24,-1,null,null,8.57,33.3118477,-111.9932957
"Arizona","2018-19","Our Lady Of Perpetual Help School-85251","Private","Scottsdale","Maricopa",null,21,95.24,-1,null,null,4.76,33.4913038,-111.9174801
"Arizona","2018-19","Verde Christian Academy","Private","Cottonwood","Yavapai",null,21,95.24,-1,null,null,4.76,34.7378132,-112.0283081
"Arizona","2018-19","Sunset Heights Elementary","Public","Peoria","Maricopa",null,104,95.19,-1,null,null,5.77,33.6787001,-112.2692308
"Arizona","2018-19","Richard E Miller","Public","Phoenix","Maricopa",null,83,95.18,-1,null,null,4.82,33.5634214,-112.1022498
"Arizona","2018-19","Frank Elementary","Public","Guadalupe","Maricopa",null,62,95.16,-1,null,1.61,1.61,33.3709968,-111.9619747
"Arizona","2018-19","Curry Elementary","Public","Tempe","Maricopa",null,103,95.15,-1,null,null,4.85,33.4032147,-111.9011345
"Arizona","2018-19","Frances J Warren Elementary","Public","Tucson","Pima",null,41,95.12,-1,null,null,2.44,32.1458426,-111.0405452
"Arizona","2018-19","Laguna Elementary","Public","Tucson","Pima",null,41,95.12,-1,null,null,4.88,32.2987302,-111.0299777
"Arizona","2018-19","Robert Richardson Elementary","Public","Tucson","Pima",null,41,95.12,-1,null,null,4.88,32.3315332,-111.0388417
"Arizona","2018-19","Higley Traditional Academy","Public","Gilbert","Maricopa",null,102,95.1,-1,null,null,6.86,33.3098587,-111.7183374
"Arizona","2018-19","Coyote Hills Elementary","Public","Peoria","Maricopa",null,61,95.08,-1,null,null,1.64,33.6755835,-112.2476217
"Arizona","2018-19","Greenfield Elementary","Public","Gilbert","Maricopa",null,142,95.07,-1,null,null,7.75,33.3512173,-111.7351721
"Arizona","2018-19","Arrowhead Elementary School-85308","Public","Glendale","Maricopa",null,81,95.06,-1,null,null,4.94,33.6529328,-112.2187635
"Arizona","2018-19","Bret Tarver Elementary","Public","Phoenix","Maricopa",null,81,95.06,-1,null,null,3.7,33.4977484,-112.1710237
"Arizona","2018-19","Leman Academy Of Excellence - East Campus","Charter","Tucson","Pima",null,101,95.05,-1,null,null,5.94,32.1913042,-110.776639
"Arizona","2018-19","Carol G. Peck Elementary","Public","Glendale","Maricopa",null,80,95,-1,null,1.25,3.75,33.5228225,-112.1655454
"Arizona","2018-19","Coronado Elementary","Public","Gilbert","Maricopa",null,80,95,-1,null,null,6.25,33.2712735,-111.713291
"Arizona","2018-19","Ishikawa Elementary","Public","Mesa","Maricopa",null,120,95,-1,null,null,5.83,33.4633426,-111.7605996
"Arizona","2018-19","Larry C Kennedy","Public","Phoenix","Maricopa",null,60,95,-1,null,null,5,33.4889325,-112.0227618
"Arizona","2018-19","Oak Tree Elementary","Public","Gilbert","Maricopa",null,60,95,-1,null,null,11.67,33.370967,-111.8006442
"Arizona","2018-19","Palo Verde Elementary","Public","Palo Verde","Maricopa",null,40,95,-1,null,2.5,2.5,33.349458,-112.677208
"Arizona","2018-19","Rattlesnake Ridge Elementary","Public","Tucson","Pima",null,60,95,-1,null,null,5,32.360527,-111.123158
"Arizona","2018-19","Red Rock Elementary","Public","Red Rock","Pinal",null,40,95,-1,null,null,5,32.56977,-111.345099
"Arizona","2018-19","Salida Del Sol Elementary","Public","Yuma","Yuma",null,140,95,-1,null,null,2.86,32.7106782,-114.6697393
"Arizona","2018-19","Sanborn Elementary","Public","Chandler","Maricopa",null,80,95,-1,null,null,5,33.3155333,-111.818344
"Arizona","2018-19","Desert Sage Elementary","Public","Glendale","Maricopa",null,99,94.95,-1,null,1.01,5.05,33.7046905,-112.1467275
"Arizona","2018-19","Robson Elementary","Public","Mesa","Maricopa",null,79,94.94,-1,null,null,3.8,33.4016362,-111.7847138
"Arizona","2018-19","Sonoran Science Academy East","Charter","Tucson","Pima",null,59,94.92,-1,null,null,3.39,32.1843076,-110.8340742
"Arizona","2018-19","Cloves C Campbell Sr Elementary","Public","Phoenix","Maricopa",null,39,94.87,-1,null,null,null,33.3718613,-112.0259038
"Arizona","2018-19","Sun Valley Charter","Charter","Phoenix","Maricopa",null,77,94.81,-1,null,null,5.19,33.3770709,-112.1154623
"Arizona","2018-19","Aguilar","Public","Tempe","Maricopa",null,95,94.74,-1,null,null,3.16,33.3696349,-111.9348563
"Arizona","2018-19","Career Success School - Sage Campus","Charter","Phoenix","Maricopa",null,38,94.74,-1,null,null,5.26,33.4844716,-112.0133612
"Arizona","2018-19","Charles W Sechrist Elementary","Public","Flagstaff","Coconino",null,76,94.74,-1,null,1.32,2.63,35.2227924,-111.6537507
"Arizona","2018-19","Eisenhower Elementary","Public","Mesa","Maricopa",null,76,94.74,-1,null,1.32,3.95,33.430714,-111.8233689
"Arizona","2018-19","Power Ranch Elementary","Public","Gilbert","Maricopa",null,76,94.74,-1,null,null,5.26,33.2726492,-111.6964014
"Arizona","2018-19","Rainbow Valley Elementary","Public","Buckeye","Maricopa",null,57,94.74,-1,null,1.75,1.75,33.334833,-112.47635
"Arizona","2018-19","Settlers Point Elementary","Public","Gilbert","Maricopa",null,76,94.74,-1,null,null,3.95,33.3299277,-111.78105
"Arizona","2018-19","Kyrene De La Mariposa","Public","Tempe","Maricopa",null,94,94.68,-1,null,null,6.38,33.326824,-111.935868
"Arizona","2018-19","Sundance Elementary School-85326","Public","Buckeye","Maricopa",null,75,94.67,-1,null,1.33,5.33,33.4386318,-112.5627829
"Arizona","2018-19","Nautilus Elementary","Public","Lake Havasu City","Mohave",null,56,94.64,-1,null,null,5.36,34.5162753,-114.3433765
"Arizona","2018-19","Ranch Elementary","Public","Queen Creek","Pinal",null,56,94.64,-1,null,null,5.36,33.2742766,-111.5447984
"Arizona","2018-19","Saint Francis Xavier","Private","Phoenix","Maricopa",null,56,94.64,-1,null,null,7.14,33.5060428,-112.071216
"Arizona","2018-19","Highland Lakes","Public","Glendale","Maricopa",null,93,94.62,-1,null,null,5.38,33.6574822,-112.1965134
"Arizona","2018-19","John M Andersen Elementary","Public","Chandler","Maricopa",null,93,94.62,-1,null,null,8.6,33.3267778,-111.8731181
"Arizona","2018-19","Manuel Pena Jr. Elementary","Public","Phoenix","Maricopa",null,93,94.62,-1,null,null,5.38,33.4760378,-112.2295715
"Arizona","2018-19","Luke Elementary","Public","Glendale","Maricopa",null,74,94.59,-1,null,null,null,33.5415061,-112.3420244
"Arizona","2018-19","South Phoenix Prep And Arts Academy","Charter","Phoenix","Maricopa",null,74,94.59,-1,null,null,2.7,33.379211,-111.9960612
"Arizona","2018-19","Sunset Canyon","Public","Phoenix","Maricopa",null,37,94.59,-1,null,null,5.41,33.6572647,-112.0227844
"Arizona","2018-19","Cactus View Elementary","Public","Phoenix","Maricopa",null,92,94.57,-1,null,null,5.43,33.6465644,-112.0752095
"Arizona","2018-19","John Q Thomas Elementary","Public","Flagstaff","Coconino",null,55,94.55,-1,null,null,5.45,35.2192938,-111.5993713
"Arizona","2018-19","Oakwood Elementary","Public","Peoria","Maricopa",null,110,94.55,-1,null,null,2.73,33.6022232,-112.2123216
"Arizona","2018-19","West Point Elementary","Public","Surprise","Maricopa",null,55,94.55,-1,null,null,5.45,33.624711,-112.355557
"Arizona","2018-19","Arizona Desert Elementary","Public","Tolleson","Maricopa",null,73,94.52,-1,null,null,5.48,33.4496592,-112.2507777
"Arizona","2018-19","Thomas M Knoles Elementary","Public","Flagstaff","Coconino",null,73,94.52,-1,null,null,6.85,35.1934857,-111.6000587
"Arizona","2018-19","Cheyenne Traditional Elementary","Public","Scottsdale","Maricopa",null,91,94.51,-1,null,1.1,12.09,33.6094946,-111.8661054
"Arizona","2018-19","Desert Horizon Elementary","Public","Phoenix","Maricopa",null,91,94.51,-1,null,null,4.4,33.4859364,-112.2436177
"Arizona","2018-19","Heatherbrae Elementary","Public","Phoenix","Maricopa",null,91,94.51,-1,null,null,3.3,33.4991588,-112.2104588
"Arizona","2018-19","Legacy Traditional School - Phoenix","Charter","Phoenix","Maricopa",null,145,94.48,-1,null,null,4.14,33.5023252,-112.2718826
"Arizona","2018-19","Bales Elementary","Public","Buckeye","Maricopa",null,72,94.44,-1,null,null,4.17,33.3862862,-112.596213
"Arizona","2018-19","Desert Canyon Elementary","Charter","Scottsdale","Maricopa",null,72,94.44,-1,null,null,8.33,33.6268172,-111.8602948
"Arizona","2018-19","Desert Sonora Elementary","Public","Somerton","Yuma",null,54,94.44,-1,null,null,1.85,32.5985641,-114.71445
"Arizona","2018-19","Imagine Charter School At Bell Canyon","Charter","Phoenix","Maricopa",null,54,94.44,-1,null,null,5.56,33.651485,-112.1159705
"Arizona","2018-19","Lake Valley Elementary","Public","Prescott Valley","Yavapai",null,54,94.44,-1,null,null,3.7,34.5977224,-112.3520052
"Arizona","2018-19","Santan Elementary","Public","Chandler","Maricopa",null,72,94.44,-1,null,null,2.78,33.2355021,-111.8138299
"Arizona","2018-19","Starline Elementary","Public","Lake Havasu City","Mohave",null,72,94.44,-1,null,null,5.56,34.4842252,-114.2965363
"Arizona","2018-19","Superstition Springs Elementary","Public","Mesa","Maricopa",null,108,94.44,-1,null,null,6.48,33.368267,-111.680688
"Arizona","2018-19","Surprise Elementary","Public","El Mirage","Maricopa",null,90,94.44,-1,null,null,4.44,33.6213733,-112.3377316
"Arizona","2018-19","Tavan Elementary","Public","Phoenix","Maricopa",null,108,94.44,-1,null,0.93,7.41,33.4888701,-111.9816979
"Arizona","2018-19","Centennial Elementary","Public","Gilbert","Maricopa",null,89,94.38,-1,null,null,8.99,33.2857883,-111.696751
"Arizona","2018-19","Sunset","Public","Glendale","Maricopa",null,71,94.37,-1,null,null,7.04,33.575603,-112.1589495
"Arizona","2018-19","Dwight Patterson Elementary","Public","Mesa","Maricopa",null,88,94.32,-1,null,null,5.68,33.403229,-111.6046996
"Arizona","2018-19","W Arthur Sewel Elementary","Public","Tucson","Pima",null,35,94.29,-1,null,null,8.57,32.2269962,-110.8668848
"Arizona","2018-19","Kyrene Del Sureno","Public","Chandler","Maricopa",null,87,94.25,-1,null,1.15,5.75,33.31067,-111.901014
"Arizona","2018-19","Anthem","Public","Anthem","Maricopa",null,52,94.23,-1,null,null,9.62,33.8573531,-112.1318556
"Arizona","2018-19","Mesa Verde Elementary","Public","Tucson","Pima",null,52,94.23,-1,null,null,3.85,32.3584508,-111.0027317
"Arizona","2018-19","Tonalea Elementary","Private","Scottsdale","Maricopa",null,52,94.23,-1,null,null,1.92,33.458973,-111.9376576
"Arizona","2018-19","Copper Ridge Elementary","Public","Corona De Tucson","Pima",null,69,94.2,-1,null,null,2.9,31.9355379,-110.8005911
"Arizona","2018-19","Alhambra Traditional","Public","Phoenix","Maricopa",null,86,94.19,-1,null,null,2.33,33.5216448,-112.1160123
"Arizona","2018-19","Butterfield Elementary","Public","Maricopa","Pinal",null,86,94.19,-1,null,1.16,4.65,33.0587203,-112.0380135
"Arizona","2018-19","Boulder Creek Elementary","Public","Phoenix","Maricopa",null,102,94.12,-1,null,null,6.86,33.693649,-112.035676
"Arizona","2018-19","Gateway Pointe Elementary","Public","Higley","Maricopa",null,85,94.12,-1,null,null,7.06,33.313294,-111.6947652
"Arizona","2018-19","Lone Mountain Elementary","Public","Cave Creek","Maricopa",null,51,94.12,-1,null,null,9.8,33.7629463,-111.9678608
"Arizona","2018-19","Leman Academy Of Excellence - Oro Valley","Charter","Oro Valley","Pima",null,118,94.07,-1,null,0.85,6.78,32.4281813,-110.9956472
"Arizona","2018-19","Lattie Coor","Public","Avondale","Maricopa",null,168,94.05,-1,null,null,1.19,33.446299,-112.353069
"Arizona","2018-19","Legacy Traditional School Surprise","Charter","Surprise","Maricopa",null,218,94.04,-1,null,1.38,8.26,33.6029587,-112.3721955
"Arizona","2018-19","Ruth Powell Elementary","Public","Safford","Graham",null,67,94.03,-1,null,null,null,32.8282678,-109.7233589
"Arizona","2018-19","Broadmor Elementary","Public","Tempe","Maricopa",null,117,94.02,-1,null,null,6.84,33.4051118,-111.934417
"Arizona","2018-19","Shaw Butte","Public","Phoenix","Maricopa",null,117,94.02,-1,null,null,3.42,33.5983179,-112.104683
"Arizona","2018-19","Paramount Academy","Charter","Peoria","Maricopa",null,50,94,-1,null,2,2,33.5652261,-112.2969757
"Arizona","2018-19","Sweetwater","Public","Glendale","Maricopa",null,50,94,-1,null,null,8,33.6041382,-112.1567389
"Arizona","2018-19","Marionneaux Elementary","Public","Buckeye","Maricopa",null,83,93.98,-1,null,null,3.61,33.3989767,-112.5702411
"Arizona","2018-19","Sequoya Elementary","Public","Scottsdale","Maricopa",null,83,93.98,-1,null,null,12.05,33.592824,-111.944031
"Arizona","2018-19","Dietz K-8","Public","Tucson","Pima",null,33,93.94,-1,null,null,6.06,32.1997354,-110.8308625
"Arizona","2018-19","Lafe Nelson","Public","Safford","Graham",null,66,93.94,-1,null,null,4.55,32.8271708,-109.7196115
"Arizona","2018-19","Phoenix Country Day","Private","Paradise Valley","Maricopa",null,33,93.94,-1,null,null,9.09,33.5159665,-111.9977078
"Arizona","2018-19","Ralph Waldo Emerson Elementary","Public","Phoenix","Maricopa",null,33,93.94,-1,null,null,6.06,33.468794,-112.061862
"Arizona","2018-19","Tuba City Elementary","Public","Tuba City","Coconino",null,66,93.94,-1,null,null,null,36.1397237,-111.2414806
"Arizona","2018-19","Vista College Preparatory","Charter","Phoenix","Maricopa",null,66,93.94,-1,null,null,6.06,33.4394402,-112.0818424
"Arizona","2018-19","Legacy Traditional School - Avondale","Charter","Avondale","Maricopa",null,148,93.92,-1,null,null,6.76,33.4503723,-112.3246017
"Arizona","2018-19","Desert Valley Elementary","Public","Bullhead City","Mohave",null,115,93.91,-1,null,null,6.09,35.100686,-114.609326
"Arizona","2018-19","Gateway Polytechnic Academy","Public","Mesa","Maricopa",null,164,93.9,-1,null,null,6.1,33.323362,-111.5993876
"Arizona","2018-19","Imagine Middle At Camelback","Charter","Phoenix","Maricopa",null,98,93.88,-1,null,null,2.04,33.5108428,-112.1003092
"Arizona","2018-19","Pendergast Elementary","Public","Phoenix","Maricopa",null,98,93.88,-1,null,null,6.12,33.4910643,-112.2557027
"Arizona","2018-19","Steven R Jasinski Elementary","Public","Buckeye","Maricopa",null,65,93.85,-1,null,null,6.15,33.4072299,-112.5814348
"Arizona","2018-19","Chandler Traditional Academy - Freedom","Public","Gilbert","Maricopa",null,81,93.83,-1,null,null,6.17,33.2404439,-111.723674
"Arizona","2018-19","Madison Richard Simis","Public","Phoenix","Maricopa",null,162,93.83,-1,null,null,11.11,33.5427942,-112.0619254
"Arizona","2018-19","Mesquite Elementary","Public","Tucson","Pima",null,81,93.83,-1,null,null,2.47,32.1154897,-110.7910081
"Arizona","2018-19","Sunrise Drive Elementary","Public","Tucson","Pima",null,81,93.83,-1,null,null,3.7,32.3107608,-110.87944
"Arizona","2018-19","Buckeye Primary","Public","Buckeye","Maricopa",null,97,93.81,-1,null,null,7.22,33.4275139,-112.6006073
"Arizona","2018-19","Neely Traditional Academy","Public","Gilbert","Maricopa",null,113,93.81,-1,null,null,7.08,33.360234,-111.7974713
"Arizona","2018-19","Basis Scottsdale Primary","Charter","Scottsdale","Maricopa",null,129,93.8,-1,null,null,6.98,33.5903319,-111.7879557
"Arizona","2018-19","Barbara Bush Elementary","Public","Mesa","Maricopa",null,80,93.75,-1,null,1.25,7.5,33.4467508,-111.7238975
"Arizona","2018-19","Canyon Elementary","Public","Glendale","Maricopa",null,32,93.75,-1,null,null,null,33.6338371,-112.1759571
"Arizona","2018-19","Desert View Elementary","Public","Phoenix","Maricopa",null,48,93.75,-1,null,null,4.17,33.563145,-112.0686294
"Arizona","2018-19","Dobson Academy A-Ball Charter","Charter","Chandler","Maricopa",null,48,93.75,-1,null,null,6.25,33.3393438,-111.8754366
"Arizona","2018-19","Kyrene De La Colina","Public","Phoenix","Maricopa",null,64,93.75,-1,null,null,4.69,33.3234463,-112.0066774
"Arizona","2018-19","Mirage Elementary","Public","Glendale","Maricopa",null,64,93.75,-1,null,null,6.25,33.6486402,-112.1441271
"Arizona","2018-19","Sonoran Foothills","Public","Phoenix","Maricopa",null,96,93.75,-1,null,null,3.13,33.7754491,-112.105997
"Arizona","2018-19","Twin Peaks Elementary","Public","Tucson","Pima",null,112,93.75,-1,null,null,6.25,32.3742948,-111.1337743
"Arizona","2018-19","Basis - Phoenix Primary","Charter","Phoenix","Maricopa",null,127,93.7,-1,null,null,7.87,33.5938576,-112.0141957
"Arizona","2018-19","Cheatham Elementary","Public","Laveen","Maricopa",null,95,93.68,-1,null,2.11,7.37,33.368896,-112.15967
"Arizona","2018-19","Collier Elementary","Public","Avondale","Maricopa",null,95,93.68,-1,null,null,3.16,33.4417275,-112.3125414
"Arizona","2018-19","Kyrene De Las Manitas","Public","Tempe","Maricopa",null,79,93.67,-1,null,null,8.86,33.3235344,-111.9579618
"Arizona","2018-19","Carminati","Public","Tempe","Maricopa",null,63,93.65,-1,null,null,6.35,33.3869852,-111.9295196
"Arizona","2018-19","Shumway Elementary","Public","Chandler","Maricopa",null,63,93.65,-1,null,null,7.94,33.3268619,-111.8191481
"Arizona","2018-19","Acacia Elementary","Public","Vail","Pima",null,110,93.64,-1,null,0.91,1.82,32.0422363,-110.7172617
"Arizona","2018-19","All Saints Episcopal Day","Private","Phoenix","Maricopa",null,47,93.62,-1,null,null,8.51,33.5297201,-112.0745671
"Arizona","2018-19","Desert Oasis Elementary School-85387","Public","Surprise","Maricopa",null,47,93.62,-1,null,null,6.38,33.728268,-112.431304
"Arizona","2018-19","Pioneer Elementary School-85306","Public","Glendale","Maricopa",null,47,93.62,-1,null,null,4.26,33.6192444,-112.1958595
"Arizona","2018-19","Queen Creek Elementary","Public","Queen Creek","Maricopa",null,94,93.62,-1,null,null,5.32,33.2331381,-111.6438933
"Arizona","2018-19","Mcdowell Mountain Elementary","Public","Fountain Hills","Maricopa",null,78,93.59,-1,null,1.28,6.41,33.6203278,-111.7279254
"Arizona","2018-19","Wood Elementary","Public","Tempe","Maricopa",null,78,93.59,-1,null,null,3.85,33.3707539,-111.9517587
"Arizona","2018-19","Cortina Elementary","Public","Queen Creek","Maricopa",null,109,93.58,-1,null,null,12.84,33.2710378,-111.6772692
"Arizona","2018-19","Arrowhead Elementary School-85032","Public","Phoenix","Maricopa",null,31,93.55,-1,null,null,3.23,33.6234124,-111.9992914
"Arizona","2018-19","Parkview Elementary","Public","Surprise","Maricopa",null,62,93.55,-1,null,null,11.29,33.6301407,-112.383625
"Arizona","2018-19","Fuller Elementary","Public","Tempe","Maricopa",null,108,93.52,-1,null,0.93,24.07,33.3724188,-111.90067
"Arizona","2018-19","Macarthur Elementary","Public","Mesa","Maricopa",null,77,93.51,-1,null,null,6.49,33.4439129,-111.7995143
"Arizona","2018-19","Hearn Academy","Charter","Phoenix","Maricopa",null,61,93.44,-1,null,null,6.56,33.6453351,-112.0830672
