user_id,birth_date,sex
17908,1996-07-30,male
5671,1995-11-15,female
6755,1995-06-11,female
16262,1992-07-19,female
1505,1990-08-04,male
20996,1992-10-06,female
12419,1995-12-27,male
9965,1993-09-24,female
20898,1991-02-19,female
6907,1989-09-26,female
12014,1995-04-06,male
13135,1991-11-29,female
12571,1993-10-03,female
21041,1998-08-02,male
6587,1996-03-25,female
21001,1994-03-28,female
4153,1994-02-07,female
13331,1993-10-08,male
1253,1994-05-04,female
13329,1991-09-06,female
14523,1995-04-25,female
4883,1997-01-20,female
19337,1991-04-19,female
4995,1994-05-19,female
8044,1990-07-10,male
19748,1994-12-21,male
19515,NA,female
8389,1996-01-29,female
12062,1995-12-24,male
16190,1990-10-12,female
6780,1987-10-26,female
9568,1994-11-13,male
6150,1988-05-22,male
7481,1988-07-09,male
9850,1990-07-11,female
16466,1993-04-13,male
7693,1998-09-01,female
8555,1996-12-23,female
7268,1994-11-26,female
14988,1991-04-26,male
10165,1993-03-20,male
8801,1994-07-04,female
869,1992-06-16,male
1215,1997-03-24,female
20119,1991-08-24,female
939,1995-04-22,male
1428,1989-03-18,male
909,1992-04-10,female
2939,1994-10-13,female
17592,1994-02-27,male
9948,1997-02-05,female
5980,1992-03-27,male
3863,1995-06-15,female
10794,1993-01-01,male
9530,1989-07-25,female
10708,1991-10-05,male
17328,1991-05-21,female
10450,1985-06-17,male
8643,1990-10-17,male
6793,1989-08-23,male
18942,1993-05-23,male
17707,1995-12-17,female
17575,1992-01-27,male
19002,1995-11-15,male
7739,2000-12-10,male
18745,1991-01-23,male
10256,1991-10-12,female
1304,1995-08-16,male
2623,1989-02-26,male
16859,1992-12-02,female
2474,1993-12-28,male
4426,1995-04-29,male
16848,1989-07-12,female
8527,1993-11-26,female
19613,1994-01-30,female
10059,1993-12-26,male
20474,1994-11-08,male
14312,1997-04-28,male
18297,1994-09-19,male
17277,1995-02-12,male
19690,1990-10-14,male
12337,1996-04-17,male
16317,1990-10-26,female
9224,1994-02-12,male
954,1994-12-05,male
2410,1993-03-04,male
15165,1992-08-06,male
11086,1992-05-29,male
1335,1991-02-10,male
517,1992-02-10,female
17290,1996-12-12,male
12622,1994-08-02,female
18407,1988-03-28,male
9589,1993-01-06,female
2701,1999-02-12,female
12941,1992-03-24,male
13394,1988-01-13,male
7452,1989-06-27,female
18632,1992-07-14,female
8366,1992-02-03,female
13151,1990-12-02,male
13973,1993-02-13,female
1644,1994-01-09,female
6125,1988-03-20,male
13328,1993-10-14,male
19778,1989-12-03,female
1276,1997-01-02,male
6702,1994-11-05,male
19260,1995-11-08,female
3242,1991-07-25,male
961,1994-06-03,female
18754,1994-06-20,male
12071,1995-03-22,male
12166,1992-04-17,male
11316,1990-01-06,male
3931,1994-04-30,female
19336,1991-01-09,male
6864,1992-09-26,female
4337,1994-05-22,female
4667,1991-09-27,female
20504,1989-01-09,male
4634,1999-10-26,male
7,1990-10-13,female
2658,1987-11-08,male
14077,1993-02-28,male
19577,1990-08-06,male
5018,1990-01-05,female
7977,1991-04-09,female
17073,1992-01-02,female
7999,1989-02-11,female
18691,1989-08-18,female
1771,1992-03-05,female
8895,1990-11-15,female
9582,1995-03-01,female
61,1993-02-13,male
18960,1992-04-29,male
1906,1992-10-21,male
18243,1994-07-06,female
246,1989-03-22,female
3443,1991-09-23,male
1163,1990-09-01,female
12635,1996-03-31,female
20539,1994-02-01,male
3607,1994-08-01,female
6952,1993-03-10,male
17817,1988-01-30,female
14540,1985-10-01,female
11408,1992-02-20,female
20841,1991-08-28,male
5124,1993-03-20,female
11864,1994-02-26,male
18193,1990-04-01,male
2751,1993-10-18,male
5924,1995-07-12,female
8842,1990-12-08,male
20899,1993-02-11,male
4424,1991-10-12,female
7368,1991-10-22,male
10916,1990-01-01,male
13370,1990-12-11,male
20639,1990-02-17,male
3849,1992-11-29,male
19006,1992-11-24,male
14997,1991-07-25,female
2135,1991-12-07,male
8306,1991-04-01,female
11284,1991-08-06,male
10214,1986-09-06,male
5575,1993-02-14,male
17561,1991-04-12,female
2555,1992-03-23,male
2010,1988-12-07,male
15273,1994-09-06,female
10054,1995-12-25,female
474,1989-04-27,female
12794,1990-07-21,female
9673,1992-02-05,female
17455,1994-09-09,female
1413,1989-02-25,male
10840,1991-06-10,male
18042,1994-04-02,male
13841,1993-12-17,female
18725,1994-06-02,female
18007,1988-10-25,male
14671,1993-02-22,female
1578,1995-06-21,female
16294,1994-04-10,female
11696,1989-08-13,female
18003,1990-12-28,male
12211,1994-08-11,female
15117,1995-11-12,female
1595,1994-04-10,male
8768,1991-12-03,male
12803,1993-10-22,female
3783,1994-03-31,female
215,1992-08-18,male
838,1994-04-07,female
10344,1995-09-16,male
150,1996-07-18,male
7019,1995-04-05,male
17547,1994-08-31,female
7382,1991-12-31,male
13789,1992-06-21,male
114,1994-12-24,male
3795,1989-09-09,female
9935,1996-01-05,male
7858,1990-01-22,male
16009,1995-11-19,female
16328,1993-08-08,male
6317,1990-06-03,female
12106,1990-04-26,female
11716,1995-01-11,male
16456,1992-06-28,male
1643,1995-10-08,female
20068,1993-04-02,female
16584,1991-07-14,female
5294,1994-03-14,male
10238,1988-08-18,female
8848,1991-05-01,female
15323,1990-10-26,female
9584,1994-03-27,female
15620,1993-01-17,male
1549,1991-11-12,female
9409,1990-04-24,female
5000,1990-09-30,female
5462,1993-10-18,female
19107,1994-12-26,female
7181,1995-12-06,female
7442,1986-10-30,male
7671,1989-07-30,female
6423,1988-09-14,female
4899,1993-02-02,male
8405,1987-02-19,female
7188,1991-04-12,male
918,1992-01-14,male
10804,1994-02-15,male
16283,1996-07-20,female
15924,1990-10-26,female
7486,1992-06-25,female
10845,1992-09-11,female
13849,1996-05-18,male
1547,1998-03-03,female
8679,1995-09-22,male
14232,1990-04-05,male
16420,1987-06-23,female
20619,1994-06-22,female
3881,1993-08-03,female
3502,1996-12-26,male
14683,1995-06-16,female
8400,1991-10-24,male
19979,1994-10-21,female
9079,1992-05-28,female
8491,1989-04-24,male
17223,1993-03-14,female
7059,1995-11-11,female
798,1988-02-18,female
2992,1991-01-10,female
3351,1992-02-15,female
19710,1991-10-28,female
5206,1993-04-13,male
4528,1990-10-17,male
13055,1996-06-29,male
11397,1992-09-28,male
9858,1995-12-05,female
7289,1992-11-17,female
2622,1990-12-05,female
3686,1993-02-26,female
9190,1987-11-17,female
8131,1992-10-08,male
17034,1994-07-30,female
14217,1991-10-20,female
13632,1992-01-10,male
12914,1991-10-04,female
2699,1992-07-14,female
6913,1992-12-07,female
9595,1990-02-04,female
20491,1997-02-14,female
8502,1990-08-12,male
17582,1994-03-31,male
14509,1992-12-18,male
4072,1995-02-06,female
8436,1989-03-17,female
17512,1998-04-27,male
16636,1996-01-18,male
4902,1993-11-02,female
11762,1990-10-22,female
3011,1996-04-19,male
16906,1991-04-03,female
770,1989-09-16,female
20312,1995-02-23,female
5550,1999-09-10,male
9960,1990-08-16,male
12937,1993-02-25,female
6891,1992-12-09,male
3969,1989-09-29,male
5813,1990-08-11,male
4137,1994-03-30,female
15537,1992-04-09,male
8116,1995-02-07,male
6089,1991-06-19,female
11509,1992-11-19,male
17964,1991-04-17,male
14659,1994-06-12,male
15105,1992-01-31,female
18114,1991-10-11,male
12306,1991-02-17,male
1994,1992-06-17,male
7249,1998-03-29,male
2913,1991-04-19,male
12988,1995-12-08,female
5600,1989-11-21,male
17102,1992-09-27,female
2632,1992-09-10,female
4519,1994-06-19,male
18154,1987-11-19,male
15869,1994-10-25,male
624,1988-11-18,male
7265,1988-03-11,male
2027,1984-01-07,female
20921,1988-11-24,male
15902,1992-11-24,male
11718,1995-03-08,female
18210,1994-08-23,male
14971,1996-09-08,female
16249,1988-11-03,male
21291,1991-08-26,female
9000,1995-08-07,female
20742,1990-07-01,male
20427,1992-04-15,male
1745,1989-09-19,female
10704,1991-07-20,male
11494,1995-07-10,female
19208,1992-01-29,female
14801,1990-01-09,male
18715,1992-03-22,female
17232,1992-03-27,male
4186,1995-12-04,female
19587,1994-04-11,female
209,1992-05-13,male
7003,1990-04-29,female
1605,1994-02-13,male
14495,1993-07-19,female
15904,1986-08-31,male
13663,1995-03-06,male
11070,1993-03-07,female
12517,1995-03-11,female
10326,1992-07-24,male
2702,1990-04-28,female
19667,1990-04-20,male
3419,1991-06-13,male
8019,1989-02-08,female
16247,1992-08-06,female
6523,1990-10-11,male
18115,1995-04-30,female
16973,1989-10-12,female
9391,1994-04-18,female
16917,1989-01-22,male
21170,1995-06-17,female
254,1991-09-28,male
20417,1991-10-14,female
2447,1991-10-17,female
8401,1993-01-08,male
9413,1988-04-25,female
11162,1991-07-07,female
8447,1995-10-08,male
5644,1994-01-13,female
13241,1989-03-19,male
14622,1995-01-30,male
15842,1987-08-06,female
20618,1993-08-18,male
16006,1997-08-25,male
17689,1990-03-06,female
3776,1995-02-13,male
11461,2002-11-05,male
4535,1992-08-07,male
4968,1996-03-20,female
21137,1992-03-02,female
2083,1990-10-15,male
1838,1990-06-29,female
8501,1993-04-25,male
18256,1997-01-29,male
19447,1989-02-24,female
9525,1992-06-10,female
5762,1992-07-26,male
19687,1996-12-14,female
19586,1994-08-24,female
198,1992-04-29,male
21059,1993-04-20,female
14359,1992-04-15,male
8554,1995-06-19,female
9189,1997-06-07,male
1971,1991-11-02,male
8973,1993-02-26,female
2209,1989-09-29,male
15665,1989-01-09,female
11097,1993-02-26,male
10431,1993-09-20,male
548,1989-02-28,male
19798,1990-03-15,male
4988,1995-02-21,female
8486,1987-07-31,female
16261,1991-12-14,female
14707,1993-02-16,female
4132,1996-04-26,female
3007,1993-09-09,female
18483,1991-02-20,male
4766,1991-09-02,female
8675,1988-10-14,male
2958,1989-12-28,male
20558,1995-05-10,male
2659,1993-04-06,female
21065,1993-08-30,male
3400,1994-09-11,male
1224,1994-09-11,male
15441,1995-04-11,female
18183,1995-04-28,male
21115,1992-12-19,female
20318,1991-10-09,male
15757,1989-05-12,male
5746,1995-01-18,female
19096,1994-03-15,female
4374,2001-04-29,male
17318,1993-03-20,male
7089,1992-03-17,male
16496,1994-03-28,male
15347,1992-08-15,female
15118,1994-12-24,female
15426,1994-11-09,female
10666,1996-08-29,female
1897,1995-10-09,male
19732,1997-11-10,female
21267,1989-07-14,male
14327,1990-06-23,female
842,1992-07-24,female
20767,1993-02-09,female
7200,1988-08-10,male
5382,NA,female
13071,1994-08-18,male
5935,1992-07-11,female
9746,1991-10-08,female
16695,1991-11-28,male
20874,1991-10-31,female
16735,1997-04-11,male
687,1994-11-03,female
1590,1998-03-07,female
18408,1991-10-30,male
15690,1993-10-21,male
14401,1996-03-11,male
18205,1986-08-28,male
8233,1989-02-24,female
7703,1994-01-11,male
3833,1990-05-26,male
10505,1994-05-11,male
3222,1990-01-15,female
16275,1990-06-15,female
9389,1994-01-07,female
20889,1991-01-06,female
11522,1987-09-02,female
14155,1989-10-29,male
2139,1995-10-17,male
6065,1991-05-21,male
6568,1990-05-11,male
15195,1991-11-02,female
16110,1989-05-15,female
14773,1994-04-19,female
5540,1998-10-25,male
2909,1988-03-06,female
7637,1995-06-16,female
13464,1992-09-12,male
6673,1996-08-17,female
15283,1990-02-04,female
346,1995-04-14,female
3276,1992-01-05,female
15122,1992-05-12,female
11457,1988-04-27,female
16351,1987-02-07,male
291,1990-03-24,male
12656,1989-07-06,male
7816,1991-08-28,female
18813,1991-10-03,female
12121,1994-10-03,female
18491,1990-11-26,female
4980,1997-12-29,male
3687,1990-01-29,male
2147,1992-03-07,male
12064,1992-07-23,female
15386,1989-05-04,female
20703,1997-08-21,female
11868,1995-03-03,male
20567,1991-01-04,male
1694,1993-06-21,female
20276,1990-12-07,female
20270,1993-03-22,female
20812,1995-10-08,female
20260,1991-05-22,female
16089,1992-01-11,female
20362,1991-02-05,male
18327,1991-02-26,female
18149,1987-01-08,male
6180,1995-03-27,female
17876,1994-03-25,male
6096,1988-08-16,female
17610,1994-12-07,female
8779,1992-04-18,female
18427,1989-07-12,male
5328,1991-07-04,female
13544,1991-04-03,male
4495,1992-10-05,male
15827,1997-07-28,male
14651,1990-08-07,female
2559,1990-03-28,female
17391,1991-05-29,female
553,1993-10-05,male
9029,1991-12-31,male
3798,1990-08-10,male
19191,1993-08-12,male
21358,1993-12-24,male
20573,1995-08-02,female
12515,1991-05-10,male
20655,1996-01-04,female
10269,1993-12-10,female
6977,1988-11-29,male
21125,1998-03-28,male
1035,1994-10-17,male
16817,1990-02-10,male
7037,1993-05-18,female
15133,1989-05-20,female
20912,1995-11-25,female
9322,1995-03-06,female
3175,1989-07-07,female
12344,1995-05-28,male
2336,1992-07-18,female
14055,1993-05-20,male
16994,1988-11-18,female
5111,1995-09-11,female
4384,1992-05-28,male
16307,1990-03-26,male
12929,1989-01-30,male
8098,1992-03-03,female
9048,1990-05-05,female
20638,1994-04-23,male
5855,1987-03-07,male
3782,1991-02-20,male
13542,1990-03-29,female
17800,1987-06-06,male
940,1991-08-10,female
12404,1992-04-06,female
7119,1990-04-27,male
18654,1988-08-18,female
16042,1996-03-29,male
8604,1997-01-26,male
13892,1990-08-30,female
12974,1992-12-10,female
2025,1992-05-03,male
11517,1986-11-07,male
9873,1992-12-20,female
11670,1992-09-13,female
13393,1989-01-10,female
4295,1994-09-29,female
7939,1992-01-20,female
10559,1993-01-19,male
19583,1992-01-15,male
4454,1991-11-17,female
5109,1995-10-29,male
15370,1993-11-05,female
3912,1994-04-09,female
18952,1996-04-30,male
407,1991-07-05,female
14929,1994-06-22,male
11413,1995-11-28,male
11893,1997-02-20,male
771,1994-02-03,male
16681,1995-12-29,male
10313,1991-09-15,male
19812,1990-02-21,female
21274,1994-02-06,male
3894,1994-10-15,male
10447,1993-12-23,female
14794,1990-11-15,male
12260,1994-10-09,male
11622,1991-03-20,female
10862,1994-07-08,male
18804,1999-05-12,female
6283,1988-03-30,male
8007,1990-05-31,male
9142,1993-05-07,male
1972,1992-04-26,male
19465,1992-03-23,male
9999,1988-02-11,male
2049,1993-08-06,female
20923,1991-11-23,female
16353,1993-05-10,male
3283,1994-04-21,female
2955,1991-05-09,female
17129,1991-04-21,female
20042,1994-01-14,male
1862,1986-01-01,male
5637,2000-06-01,male
12683,1988-07-15,male
15049,1995-10-06,female
18693,1994-09-18,male
17475,1990-10-28,female
17864,1989-12-19,female
9184,1988-10-03,female
4681,1996-06-09,female
17260,1986-09-25,female
14940,1995-04-06,female
5738,1991-07-07,female
11050,1988-10-16,male
302,1992-03-29,male
14113,1992-08-02,female
1432,1990-01-09,male
18179,1992-05-01,female
2616,1995-07-01,male
637,1989-04-05,male
2406,1989-03-25,male
8605,1990-08-02,female
13656,1991-02-13,female
11537,1989-01-15,female
20763,1989-05-24,male
15451,1988-10-15,female
12595,1991-01-11,male
9171,1997-06-29,male
3524,1990-03-06,female
3750,1990-04-18,male
16508,1989-09-04,female
14294,1987-12-25,female
1077,1995-12-24,female
16732,2000-05-03,male
15999,1989-06-02,female
20352,1990-03-30,female
2003,1992-02-08,female
9269,1995-08-12,female
19528,1987-05-14,female
16150,1993-03-21,male
12366,1986-05-21,male
14379,1991-04-12,male
19114,1989-02-16,female
7306,1999-07-01,female
1932,1990-09-10,female
1445,1994-05-17,male
33,1996-01-10,male
5830,1993-04-24,female
12440,1984-07-23,female
4216,1994-01-22,female
3623,1997-05-06,male
16363,1989-03-18,male
18972,1994-11-24,female
9466,1992-09-04,male
11142,1987-10-23,female
20073,1989-06-14,male
7372,1990-06-26,male
11865,1989-04-17,female
9664,1992-08-06,female
4508,1995-11-29,male
6216,1992-10-28,male
16337,1993-10-03,female
11649,1992-06-30,female
20081,1992-10-02,female
1346,1991-02-20,female
21326,1989-10-29,female
13199,1994-02-17,female
18172,1993-05-05,female
131,1991-09-04,female
15845,1989-03-09,female
8119,1993-07-04,male
789,1998-01-25,female
21302,1989-11-04,male
10910,1996-03-14,female
20219,1993-09-03,female
13206,1993-12-01,female
202,1990-11-15,female
8097,1997-07-30,male
15304,1988-10-26,female
4442,1993-08-21,male
4690,1989-03-06,male
17358,1993-04-13,female
8434,1984-05-11,male
12391,1991-12-25,female
7993,1993-04-05,male
12529,1994-04-28,male
11083,1999-03-23,female
20633,1987-08-30,male
814,1996-05-26,female
13485,1991-10-07,male
20084,1989-12-29,male
16957,1990-04-22,female
9055,1992-06-29,female
18636,1994-05-08,female
14821,1990-09-09,female
19977,1992-08-24,female
6805,1996-11-10,female
4719,1995-03-05,male
13161,1990-08-29,female
2517,1989-11-14,female
3168,1999-04-27,male
20229,1991-08-09,female
16248,1993-03-03,male
9708,1989-11-18,female
12109,1992-03-26,male
774,1993-02-16,female
1332,1989-10-27,female
2694,1989-04-28,male
19422,1989-03-01,female
17602,1992-05-14,female
14945,1990-12-20,male
12947,1987-05-29,female
13720,1992-08-29,female
10172,1994-06-03,female
1420,1991-01-29,male
14725,1994-12-14,male
5800,1989-09-07,female
16069,1994-08-22,female
18181,1993-03-17,male
2705,1989-02-06,male
11745,1994-11-04,male
17112,1993-03-17,male
8718,1991-02-24,female
757,1991-04-15,female
5200,1996-04-15,male
3414,1989-09-08,female
3530,1992-10-07,male
8591,1991-11-29,female
9554,1990-04-25,male
17740,1990-01-13,male
12162,1991-08-09,male
4448,1989-11-06,male
20564,1991-08-27,female
13745,1995-12-01,male
11315,1996-01-05,female
12578,1994-12-06,female
12703,1995-04-02,male
9941,1993-06-21,female
8307,1998-11-16,male
18314,1992-05-01,female
11624,1990-07-28,male
4243,1990-07-04,female
15858,1992-07-22,male
20297,1995-09-25,female
825,1986-08-18,female
12210,1994-09-09,female
14626,1993-12-16,female
12496,1992-06-27,female
14085,1996-10-26,female
8367,1996-05-18,female
13061,1992-07-18,male
13926,1989-08-08,female
16573,1993-09-25,female
13540,1991-05-20,female
3289,1991-02-09,female
8870,1991-11-11,female
6270,1995-02-06,female
9137,1989-09-10,male
15505,1993-03-09,female
7927,1995-05-28,female
1189,1995-08-27,male
1548,1989-11-01,female
9058,1992-04-17,male
2704,1994-06-27,male
19115,1989-10-03,female
14145,1990-06-17,female
17367,1992-07-14,male
12739,1995-12-10,female
18703,1992-11-29,male
13446,1991-09-30,male
16113,1995-04-18,male
4668,1985-07-19,female
5638,1992-11-14,male
8687,1995-07-12,male
9825,1996-12-31,female
7016,1989-07-29,male
2836,1992-11-30,male
19231,1992-08-25,female
15182,1994-08-05,male
15582,1990-09-07,female
7996,1991-08-23,male
15687,1995-08-15,male
17263,1993-11-15,male
11247,1996-04-06,male
19219,1991-05-31,female
3588,1992-09-18,male
20902,1990-01-28,male
14886,1991-01-21,female
5783,1990-05-14,male
2365,1997-08-14,male
13152,1994-08-29,female
18934,1995-11-06,male
18335,1996-09-10,male
21181,1995-01-03,male
13679,1989-10-21,female
12751,1990-06-02,male
9250,1988-07-16,female
19959,1991-02-16,female
1822,1991-03-12,male
7484,1993-07-29,male
13526,1993-07-15,female
3101,1993-08-30,male
14771,1994-12-24,female
18198,1996-05-04,female
11411,1992-05-09,female
7114,1988-12-25,female
2761,1995-07-20,female
4260,1996-02-02,male
12579,1989-11-11,female
8805,1993-02-05,male
7504,1997-05-12,female
18402,1993-04-12,male
11218,1999-05-03,female
11143,1992-01-04,male
16682,1993-11-17,female
2747,1996-04-02,female
19291,1992-04-03,male
1699,1994-01-29,male
2610,1988-10-31,female
21248,1994-08-09,male
4630,1991-05-20,female
18653,1995-05-23,male
14434,1991-08-06,female
2784,1990-09-09,male
1198,1990-05-03,female
12846,1989-12-13,female
9627,1996-01-14,male
4996,1987-07-07,female
12843,1987-12-10,female
13577,1992-10-08,female
2563,1991-11-28,male
2988,1989-12-09,female
18596,1997-03-29,male
19877,1993-03-14,female
8800,1991-05-29,female
13418,1991-03-11,female
6678,1991-04-03,female
9640,1995-11-05,male
12425,1989-12-31,female
14005,1990-01-26,female
2903,1991-05-25,female
2392,1994-05-08,female
904,1995-08-06,female
10690,1993-03-01,female
17433,1991-08-23,female
21092,1995-10-20,male
10723,1994-01-08,male
11418,1991-05-01,female
3697,1991-08-09,male
15398,1995-03-17,female
16454,1998-05-08,female
6484,1993-08-09,female
13556,1997-10-09,female
1490,1997-02-13,female
429,1990-12-04,male
4239,1992-01-21,female
8234,1996-02-27,female
13262,1993-07-28,male
18480,1993-01-04,male
12561,1991-09-15,male
18823,1989-10-20,male
11378,1991-09-15,male
6309,1999-03-09,female
15752,1991-11-14,female
3451,1993-09-22,male
7225,1993-04-10,male
1873,1992-12-25,male
5347,1993-07-02,female
19795,1994-01-05,female
6307,1990-01-12,female
18284,1989-11-14,male
16022,1988-10-27,female
12410,1990-03-19,male
20054,1990-06-28,female
18006,1991-07-28,male
10787,1996-02-14,female
5776,1989-10-19,female
2146,1993-07-18,female
11426,1993-01-14,male
17580,1996-11-10,male
11917,1994-03-01,male
9830,1984-03-26,male
1209,1993-09-13,male
778,1990-06-20,female
21273,1989-06-22,male
16701,1991-04-15,male
12457,1994-02-06,male
19777,1993-01-08,male
5757,1991-05-17,female
13320,1993-09-16,female
8239,1996-03-24,female
6164,1995-07-07,female
10488,1988-04-24,female
3901,1990-08-20,male
6496,1990-09-04,male
17320,1990-01-07,female
14491,1991-10-28,female
4910,1995-04-04,male
11728,1986-05-08,male
4172,1993-07-13,female
555,1991-10-03,male
6543,1992-01-22,female
14538,1988-12-27,male
9667,1993-01-10,female
9283,1996-08-08,male
6924,1996-09-05,male
18606,1995-03-26,female
16015,1990-02-20,male
12377,1988-11-27,female
5499,1993-01-03,female
2602,1993-08-22,male
11053,1990-07-23,male
5663,1992-02-16,female
3444,1994-05-07,female
3876,1995-05-06,male
16525,1992-02-08,male
11342,1989-07-30,male
279,1989-06-11,female
19234,1990-05-11,male
17262,1993-12-10,female
9849,1989-03-01,male
6088,1998-02-18,female
15784,1991-12-22,male
6083,1990-06-27,female
20108,1994-12-25,male
12999,1996-04-11,male
15521,1988-04-06,female
17038,1993-04-07,male
13980,1993-02-16,male
20113,1988-06-26,male
2930,1990-11-24,female
3173,1995-07-30,female
824,1991-12-07,female
7695,1992-07-26,female
2381,1989-06-16,female
11802,1988-07-07,female
20272,1996-12-07,male
16929,1994-05-17,male
14280,1988-01-22,female
18220,1992-04-14,male
4421,1992-05-22,male
8704,1994-03-26,female
6574,1991-01-09,male
3079,1994-02-07,male
5555,1992-03-26,female
7036,1992-05-24,male
7002,1994-03-18,female
1033,1996-03-30,female
929,1996-09-23,female
19480,1994-06-27,female
9650,1994-04-03,male
2811,1991-06-01,female
18648,1992-06-30,female
3261,1992-04-03,female
20093,1995-04-23,female
18088,1994-01-07,male
7287,1994-07-06,female
123,1995-11-17,female
6853,1996-04-14,male
3646,1987-07-17,female
20426,1992-05-31,female
15805,1989-12-28,female
14074,1992-05-03,male
16217,1995-04-26,female
10864,1988-12-24,male
3982,1991-05-18,male
3125,1992-12-03,male
6909,1995-11-25,male
3619,1992-09-10,female
17419,1990-07-29,female
7092,1989-08-23,male
957,1992-03-03,male
20171,1993-05-16,female
18717,1993-10-20,male
17002,1991-07-29,female
21238,1995-03-29,male
14512,1992-10-03,female
15153,1998-09-07,female
9060,1988-10-29,female
10573,1990-05-15,female
15560,1993-06-16,female
9197,NA,female
15868,1991-03-05,female
8340,1993-05-24,female
14137,1994-07-18,male
3475,1994-03-01,male
20420,1994-01-01,male
1162,1996-01-17,male
7795,1990-05-17,male
20489,1998-01-29,male
20365,1992-10-13,male
16717,1993-06-20,female
7049,1997-10-13,female
1280,1991-07-20,female
16666,1998-07-01,female
4204,1994-12-16,female
12780,1995-06-03,male
