ds,unique_id,y,Holiday
2012-01-02 10:00:00,Demand,5136.096,TRUE
2012-01-02 10:30:00,Demand,5389.694676,TRUE
2012-01-02 11:00:00,Demand,5655.4751,TRUE
2012-01-02 11:30:00,Demand,5916.611734,TRUE
2012-01-02 12:00:00,Demand,6143.622836,TRUE
2012-01-02 12:30:00,Demand,6328.665498,TRUE
2012-01-02 13:00:00,Demand,6496.10842,TRUE
2012-01-02 13:30:00,Demand,6628.323336,TRUE
2012-01-02 14:00:00,Demand,6730.80916,TRUE
2012-01-02 14:30:00,Demand,6819.33039,TRUE
2012-01-02 15:00:00,Demand,6941.457822,TRUE
2012-01-02 15:30:00,Demand,7055.279186,TRUE
2012-01-02 16:00:00,Demand,7146.87121,TRUE
2012-01-02 16:30:00,Demand,7261.476696,TRUE
2012-01-02 17:00:00,Demand,7300.065136,TRUE
2012-01-02 17:30:00,Demand,7345.24889,TRUE
2012-01-02 18:00:00,Demand,7276.420116,TRUE
2012-01-02 18:30:00,Demand,7193.165394,TRUE
2012-01-02 19:00:00,Demand,7049.715348,TRUE
2012-01-02 19:30:00,Demand,6896.406916,TRUE
2012-01-02 20:00:00,Demand,6698.276592,TRUE
2012-01-02 20:30:00,Demand,6558.238362,TRUE
2012-01-02 21:00:00,Demand,6494.117476,TRUE
2012-01-02 21:30:00,Demand,6289.639912,TRUE
2012-01-02 22:00:00,Demand,5951.377222,TRUE
2012-01-02 22:30:00,Demand,5579.595596,TRUE
2012-01-02 23:00:00,Demand,5291.110508,TRUE
2012-01-02 23:30:00,Demand,5045.223022,TRUE
2012-01-03 0:00:00,Demand,5066.210046,FALSE
2012-01-03 0:30:00,Demand,4850.603026,FALSE
2012-01-03 1:00:00,Demand,4552.951902,FALSE
2012-01-03 1:30:00,Demand,4345.78895,FALSE
2012-01-03 2:00:00,Demand,4518.874248,FALSE
2012-01-03 2:30:00,Demand,4326.124732,FALSE
2012-01-03 3:00:00,Demand,4095.6258,FALSE
2012-01-03 3:30:00,Demand,3959.46101,FALSE
2012-01-03 4:00:00,Demand,3896.461212,FALSE
2012-01-03 4:30:00,Demand,3863.83613,FALSE
2012-01-03 5:00:00,Demand,3913.937564,FALSE
2012-01-03 5:30:00,Demand,4000.222246,FALSE
2012-01-03 6:00:00,Demand,4167.29749,FALSE
2012-01-03 6:30:00,Demand,4369.865872,FALSE
2012-01-03 7:00:00,Demand,4717.27074,FALSE
2012-01-03 7:30:00,Demand,5041.621366,FALSE
2012-01-03 8:00:00,Demand,5281.011174,FALSE
2012-01-03 8:30:00,Demand,5636.488804,FALSE
2012-01-03 9:00:00,Demand,5969.598262,FALSE
2012-01-03 9:30:00,Demand,6067.696156,FALSE
2012-01-03 10:00:00,Demand,6276.943506,FALSE
2012-01-03 10:30:00,Demand,6480.466768,FALSE
2012-01-03 11:00:00,Demand,6632.24885,FALSE
2012-01-03 11:30:00,Demand,6766.72423,FALSE
2012-01-03 12:00:00,Demand,6896.623702,FALSE
2012-01-03 12:30:00,Demand,7000.039926,FALSE
2012-01-03 13:00:00,Demand,7057.821348,FALSE
2012-01-03 13:30:00,Demand,7065.063654,FALSE
2012-01-03 14:00:00,Demand,7052.804398,FALSE
2012-01-03 14:30:00,Demand,7065.234214,FALSE
2012-01-03 15:00:00,Demand,7024.425002,FALSE
2012-01-03 15:30:00,Demand,6916.37764,FALSE
2012-01-03 16:00:00,Demand,6862.57045,FALSE
2012-01-03 16:30:00,Demand,6836.889562,FALSE
2012-01-03 17:00:00,Demand,6730.440842,FALSE
2012-01-03 17:30:00,Demand,6595.39653,FALSE
2012-01-03 18:00:00,Demand,6314.105592,FALSE
2012-01-03 18:30:00,Demand,6138.758068,FALSE
2012-01-03 19:00:00,Demand,5902.226836,FALSE
2012-01-03 19:30:00,Demand,5714.647036,FALSE
2012-01-03 20:00:00,Demand,5571.70647,FALSE
2012-01-03 20:30:00,Demand,5519.851526,FALSE
2012-01-03 21:00:00,Demand,5496.262416,FALSE
2012-01-03 21:30:00,Demand,5361.060328,FALSE
2012-01-03 22:00:00,Demand,5121.240736,FALSE
2012-01-03 22:30:00,Demand,4861.97937,FALSE
2012-01-03 23:00:00,Demand,4665.505604,FALSE
2012-01-03 23:30:00,Demand,4530.244054,FALSE
2012-01-04 0:00:00,Demand,4627.984918,FALSE
2012-01-04 0:30:00,Demand,4477.836132,FALSE
2012-01-04 1:00:00,Demand,4239.666714,FALSE
2012-01-04 1:30:00,Demand,4097.383494,FALSE
2012-01-04 2:00:00,Demand,4301.180492,FALSE
2012-01-04 2:30:00,Demand,4145.86091,FALSE
2012-01-04 3:00:00,Demand,3960.443976,FALSE
2012-01-04 3:30:00,Demand,3841.300698,FALSE
2012-01-04 4:00:00,Demand,3826.275298,FALSE
2012-01-04 4:30:00,Demand,3815.03216,FALSE
2012-01-04 5:00:00,Demand,3849.333684,FALSE
2012-01-04 5:30:00,Demand,3935.795124,FALSE
2012-01-04 6:00:00,Demand,4124.915516,FALSE
2012-01-04 6:30:00,Demand,4327.688324,FALSE
2012-01-04 7:00:00,Demand,4616.383644,FALSE
2012-01-04 7:30:00,Demand,4786.440046,FALSE
2012-01-04 8:00:00,Demand,4854.704056,FALSE
2012-01-04 8:30:00,Demand,4963.660464,FALSE
2012-01-04 9:00:00,Demand,5055.489378,FALSE
2012-01-04 9:30:00,Demand,5106.787658,FALSE
2012-01-04 10:00:00,Demand,5141.362306,FALSE
2012-01-04 10:30:00,Demand,5159.556046,FALSE
2012-01-04 11:00:00,Demand,5180.591858,FALSE
2012-01-04 11:30:00,Demand,5189.698874,FALSE
2012-01-04 12:00:00,Demand,5197.312244,FALSE
2012-01-04 12:30:00,Demand,5203.675002,FALSE
2012-01-04 13:00:00,Demand,5155.38957,FALSE
2012-01-04 13:30:00,Demand,5154.86859,FALSE
2012-01-04 14:00:00,Demand,5170.255898,FALSE
2012-01-04 14:30:00,Demand,5165.918724,FALSE
2012-01-04 15:00:00,Demand,5164.563428,FALSE
2012-01-04 15:30:00,Demand,5167.27171,FALSE
2012-01-04 16:00:00,Demand,5191.586616,FALSE
2012-01-04 16:30:00,Demand,5214.629556,FALSE
2012-01-04 17:00:00,Demand,5188.452174,FALSE
2012-01-04 17:30:00,Demand,5097.662706,FALSE
2012-01-04 18:00:00,Demand,4941.823666,FALSE
2012-01-04 18:30:00,Demand,4826.839466,FALSE
2012-01-04 19:00:00,Demand,4680.562396,FALSE
2012-01-04 19:30:00,Demand,4552.329648,FALSE
2012-01-04 20:00:00,Demand,4446.603772,FALSE
2012-01-04 20:30:00,Demand,4417.471748,FALSE
2012-01-04 21:00:00,Demand,4478.384724,FALSE
2012-01-04 21:30:00,Demand,4414.568822,FALSE
2012-01-04 22:00:00,Demand,4269.923674,FALSE
2012-01-04 22:30:00,Demand,4085.492248,FALSE
2012-01-04 23:00:00,Demand,4004.150438,FALSE
2012-01-04 23:30:00,Demand,3927.178344,FALSE
2012-01-05 0:00:00,Demand,4092.50741,FALSE
2012-01-05 0:30:00,Demand,3996.702786,FALSE
2012-01-05 1:00:00,Demand,3775.088782,FALSE
2012-01-05 1:30:00,Demand,3642.914964,FALSE
2012-01-05 2:00:00,Demand,3850.640442,FALSE
2012-01-05 2:30:00,Demand,3739.192658,FALSE
2012-01-05 3:00:00,Demand,3584.486962,FALSE
2012-01-05 3:30:00,Demand,3499.721568,FALSE
2012-01-05 4:00:00,Demand,3465.805722,FALSE
2012-01-05 4:30:00,Demand,3455.17625,FALSE
2012-01-05 5:00:00,Demand,3520.899298,FALSE
2012-01-05 5:30:00,Demand,3609.77474,FALSE
2012-01-05 6:00:00,Demand,3743.166538,FALSE
2012-01-05 6:30:00,Demand,3919.57763,FALSE
2012-01-05 7:00:00,Demand,4157.364956,FALSE
2012-01-05 7:30:00,Demand,4373.184036,FALSE
2012-01-05 8:00:00,Demand,4425.799964,FALSE
2012-01-05 8:30:00,Demand,4542.8448,FALSE
2012-01-05 9:00:00,Demand,4656.368096,FALSE
2012-01-05 9:30:00,Demand,4721.613626,FALSE
2012-01-05 10:00:00,Demand,4756.484144,FALSE
2012-01-05 10:30:00,Demand,4775.855678,FALSE
2012-01-05 11:00:00,Demand,4818.889642,FALSE
2012-01-05 11:30:00,Demand,4867.944998,FALSE
2012-01-05 12:00:00,Demand,4893.110196,FALSE
2012-01-05 12:30:00,Demand,4919.172668,FALSE
2012-01-05 13:00:00,Demand,4929.861102,FALSE
2012-01-05 13:30:00,Demand,4943.022058,FALSE
2012-01-05 14:00:00,Demand,4951.878822,FALSE
2012-01-05 14:30:00,Demand,4958.713226,FALSE
2012-01-05 15:00:00,Demand,4962.013992,FALSE
2012-01-05 15:30:00,Demand,4969.927378,FALSE
2012-01-05 16:00:00,Demand,5004.736856,FALSE
2012-01-05 16:30:00,Demand,5039.266408,FALSE
2012-01-05 17:00:00,Demand,5029.525222,FALSE
2012-01-05 17:30:00,Demand,5022.073858,FALSE
2012-01-05 18:00:00,Demand,4902.884824,FALSE
2012-01-05 18:30:00,Demand,4793.944556,FALSE
2012-01-05 19:00:00,Demand,4659.459928,FALSE
2012-01-05 19:30:00,Demand,4554.239416,FALSE
2012-01-05 20:00:00,Demand,4464.332428,FALSE
2012-01-05 20:30:00,Demand,4447.36924,FALSE
2012-01-05 21:00:00,Demand,4473.595072,FALSE
2012-01-05 21:30:00,Demand,4401.611194,FALSE
2012-01-05 22:00:00,Demand,4244.622794,FALSE
2012-01-05 22:30:00,Demand,4076.635622,FALSE
2012-01-05 23:00:00,Demand,4003.076174,FALSE
2012-01-05 23:30:00,Demand,3948.161412,FALSE
2012-01-06 0:00:00,Demand,4117.448494,FALSE
2012-01-06 0:30:00,Demand,4007.497724,FALSE
2012-01-06 1:00:00,Demand,3793.87757,FALSE
2012-01-06 1:30:00,Demand,3668.730772,FALSE
2012-01-06 2:00:00,Demand,3904.674192,FALSE
2012-01-06 2:30:00,Demand,3812.0662,FALSE
2012-01-06 3:00:00,Demand,3667.342282,FALSE
2012-01-06 3:30:00,Demand,3542.544348,FALSE
2012-01-06 4:00:00,Demand,3484.54597,FALSE
2012-01-06 4:30:00,Demand,3473.872136,FALSE
2012-01-06 5:00:00,Demand,3538.29865,FALSE
2012-01-06 5:30:00,Demand,3571.898656,FALSE
2012-01-06 6:00:00,Demand,3726.019246,FALSE
2012-01-06 6:30:00,Demand,3940.046942,FALSE
2012-01-06 7:00:00,Demand,4177.688986,FALSE
2012-01-06 7:30:00,Demand,4383.38953,FALSE
2012-01-06 8:00:00,Demand,4439.8521,FALSE
2012-01-06 8:30:00,Demand,4587.06281,FALSE
2012-01-06 9:00:00,Demand,4688.27488,FALSE
2012-01-06 9:30:00,Demand,4734.658622,FALSE
2012-01-06 10:00:00,Demand,4752.297188,FALSE
2012-01-06 10:30:00,Demand,4774.270166,FALSE
2012-01-06 11:00:00,Demand,4803.550016,FALSE
2012-01-06 11:30:00,Demand,4829.310162,FALSE
2012-01-06 12:00:00,Demand,4868.966308,FALSE
2012-01-06 12:30:00,Demand,4879.779728,FALSE
2012-01-06 13:00:00,Demand,4886.41556,FALSE
2012-01-06 13:30:00,Demand,4907.210852,FALSE
2012-01-06 14:00:00,Demand,4922.285006,FALSE
2012-01-06 14:30:00,Demand,4926.716028,FALSE
2012-01-06 15:00:00,Demand,4934.85411,FALSE
2012-01-06 15:30:00,Demand,4965.765304,FALSE
2012-01-06 16:00:00,Demand,5012.71116,FALSE
2012-01-06 16:30:00,Demand,5035.688934,FALSE
2012-01-06 17:00:00,Demand,5017.387056,FALSE
2012-01-06 17:30:00,Demand,4988.854918,FALSE
2012-01-06 18:00:00,Demand,4858.849556,FALSE
2012-01-06 18:30:00,Demand,4750.66113,FALSE
2012-01-06 19:00:00,Demand,4623.912654,FALSE
2012-01-06 19:30:00,Demand,4531.132222,FALSE
2012-01-06 20:00:00,Demand,4443.381798,FALSE
2012-01-06 20:30:00,Demand,4456.918108,FALSE
2012-01-06 21:00:00,Demand,4449.948072,FALSE
2012-01-06 21:30:00,Demand,4326.82932,FALSE
2012-01-06 22:00:00,Demand,4175.287148,FALSE
2012-01-06 22:30:00,Demand,4017.519192,FALSE
2012-01-06 23:00:00,Demand,3950.147042,FALSE
2012-01-06 23:30:00,Demand,3896.101072,FALSE
2012-01-07 0:00:00,Demand,4079.086614,FALSE
2012-01-07 0:30:00,Demand,3986.451236,FALSE
2012-01-07 1:00:00,Demand,3785.873588,FALSE
2012-01-07 1:30:00,Demand,3630.989608,FALSE
2012-01-07 2:00:00,Demand,3841.368486,FALSE
2012-01-07 2:30:00,Demand,3725.551352,FALSE
2012-01-07 3:00:00,Demand,3598.953896,FALSE
2012-01-07 3:30:00,Demand,3493.56353,FALSE
2012-01-07 4:00:00,Demand,3451.930244,FALSE
2012-01-07 4:30:00,Demand,3439.819628,FALSE
2012-01-07 5:00:00,Demand,3440.54558,FALSE
2012-01-07 5:30:00,Demand,3434.10897,FALSE
2012-01-07 6:00:00,Demand,3458.346366,FALSE
2012-01-07 6:30:00,Demand,3525.619728,FALSE
2012-01-07 7:00:00,Demand,3667.060914,FALSE
2012-01-07 7:30:00,Demand,3827.666018,FALSE
2012-01-07 8:00:00,Demand,3919.12875,FALSE
2012-01-07 8:30:00,Demand,4082.787328,FALSE
2012-01-07 9:00:00,Demand,4237.514376,FALSE
2012-01-07 9:30:00,Demand,4322.305884,FALSE
2012-01-07 10:00:00,Demand,4429.296904,FALSE
2012-01-07 10:30:00,Demand,4500.563164,FALSE
2012-01-07 11:00:00,Demand,4561.299334,FALSE
2012-01-07 11:30:00,Demand,4591.495024,FALSE
2012-01-07 12:00:00,Demand,4596.065968,FALSE
2012-01-07 12:30:00,Demand,4617.5561,FALSE
2012-01-07 13:00:00,Demand,4661.32121,FALSE
2012-01-07 13:30:00,Demand,4675.566234,FALSE
2012-01-07 14:00:00,Demand,4682.358706,FALSE
2012-01-07 14:30:00,Demand,4721.723138,FALSE
2012-01-07 15:00:00,Demand,4764.634124,FALSE
2012-01-07 15:30:00,Demand,4788.090416,FALSE
2012-01-07 16:00:00,Demand,4815.80409,FALSE
2012-01-07 16:30:00,Demand,4864.602216,FALSE
2012-01-07 17:00:00,Demand,4845.936224,FALSE
2012-01-07 17:30:00,Demand,4834.166818,FALSE
2012-01-07 18:00:00,Demand,4773.972256,FALSE
2012-01-07 18:30:00,Demand,4698.623186,FALSE
2012-01-07 19:00:00,Demand,4585.46062,FALSE
2012-01-07 19:30:00,Demand,4490.74271,FALSE
2012-01-07 20:00:00,Demand,4390.321916,FALSE
2012-01-07 20:30:00,Demand,4423.098236,FALSE
2012-01-07 21:00:00,Demand,4432.820734,FALSE
2012-01-07 21:30:00,Demand,4352.21056,FALSE
2012-01-07 22:00:00,Demand,4245.589862,FALSE
2012-01-07 22:30:00,Demand,4142.156188,FALSE
2012-01-07 23:00:00,Demand,4070.875086,FALSE
2012-01-07 23:30:00,Demand,4021.279808,FALSE
2012-01-08 0:00:00,Demand,4158.36348,FALSE
2012-01-08 0:30:00,Demand,4057.875502,FALSE
2012-01-08 1:00:00,Demand,3847.944814,FALSE
2012-01-08 1:30:00,Demand,3678.146058,FALSE
2012-01-08 2:00:00,Demand,3866.218622,FALSE
2012-01-08 2:30:00,Demand,3717.721672,FALSE
2012-01-08 3:00:00,Demand,3572.492736,FALSE
2012-01-08 3:30:00,Demand,3484.82832,FALSE
2012-01-08 4:00:00,Demand,3393.202342,FALSE
2012-01-08 4:30:00,Demand,3347.344632,FALSE
2012-01-08 5:00:00,Demand,3362.477928,FALSE
2012-01-08 5:30:00,Demand,3359.717928,FALSE
2012-01-08 6:00:00,Demand,3418.53205,FALSE
2012-01-08 6:30:00,Demand,3451.643822,FALSE
2012-01-08 7:00:00,Demand,3572.627024,FALSE
2012-01-08 7:30:00,Demand,3684.934106,FALSE
2012-01-08 8:00:00,Demand,3728.634838,FALSE
2012-01-08 8:30:00,Demand,3867.633854,FALSE
2012-01-08 9:00:00,Demand,3977.730592,FALSE
2012-01-08 9:30:00,Demand,4087.153056,FALSE
2012-01-08 10:00:00,Demand,4181.761574,FALSE
2012-01-08 10:30:00,Demand,4228.514584,FALSE
2012-01-08 11:00:00,Demand,4266.949568,FALSE
2012-01-08 11:30:00,Demand,4310.31618,FALSE
2012-01-08 12:00:00,Demand,4350.296632,FALSE
2012-01-08 12:30:00,Demand,4373.490066,FALSE
2012-01-08 13:00:00,Demand,4388.624322,FALSE
2012-01-08 13:30:00,Demand,4386.456332,FALSE
2012-01-08 14:00:00,Demand,4375.872586,FALSE
2012-01-08 14:30:00,Demand,4397.394658,FALSE
2012-01-08 15:00:00,Demand,4419.915442,FALSE
2012-01-08 15:30:00,Demand,4456.945998,FALSE
2012-01-08 16:00:00,Demand,4450.284556,FALSE
2012-01-08 16:30:00,Demand,4448.77904,FALSE
2012-01-08 17:00:00,Demand,4434.291354,FALSE
2012-01-08 17:30:00,Demand,4451.733988,FALSE
2012-01-08 18:00:00,Demand,4459.624284,FALSE
2012-01-08 18:30:00,Demand,4405.61701,FALSE
2012-01-08 19:00:00,Demand,4301.143198,FALSE
2012-01-08 19:30:00,Demand,4235.987712,FALSE
2012-01-08 20:00:00,Demand,4207.732792,FALSE
2012-01-08 20:30:00,Demand,4226.646534,FALSE
2012-01-08 21:00:00,Demand,4244.106362,FALSE
2012-01-08 21:30:00,Demand,4182.674164,FALSE
2012-01-08 22:00:00,Demand,4060.258138,FALSE
2012-01-08 22:30:00,Demand,3918.241046,FALSE
2012-01-08 23:00:00,Demand,3829.848884,FALSE
2012-01-08 23:30:00,Demand,3783.80346,FALSE
2012-01-09 0:00:00,Demand,3949.06526,FALSE
2012-01-09 0:30:00,Demand,3845.557054,FALSE
2012-01-09 1:00:00,Demand,3700.851126,FALSE
2012-01-09 1:30:00,Demand,3560.583446,FALSE
2012-01-09 2:00:00,Demand,3787.173282,FALSE
2012-01-09 2:30:00,Demand,3691.808834,FALSE
2012-01-09 3:00:00,Demand,3521.39149,FALSE
2012-01-09 3:30:00,Demand,3395.98144,FALSE
2012-01-09 4:00:00,Demand,3355.985986,FALSE
2012-01-09 4:30:00,Demand,3341.071496,FALSE
2012-01-09 5:00:00,Demand,3439.072152,FALSE
2012-01-09 5:30:00,Demand,3558.273192,FALSE
2012-01-09 6:00:00,Demand,3774.330152,FALSE
2012-01-09 6:30:00,Demand,3973.513224,FALSE
2012-01-09 7:00:00,Demand,4268.144294,FALSE
2012-01-09 7:30:00,Demand,4512.99104,FALSE
2012-01-09 8:00:00,Demand,4592.168378,FALSE
2012-01-09 8:30:00,Demand,4737.210116,FALSE
2012-01-09 9:00:00,Demand,4858.293664,FALSE
2012-01-09 9:30:00,Demand,4913.854288,FALSE
2012-01-09 10:00:00,Demand,4942.056144,FALSE
2012-01-09 10:30:00,Demand,4975.204374,FALSE
2012-01-09 11:00:00,Demand,5023.287016,FALSE
2012-01-09 11:30:00,Demand,5055.998836,FALSE
2012-01-09 12:00:00,Demand,5090.143842,FALSE
2012-01-09 12:30:00,Demand,5090.262784,FALSE
2012-01-09 13:00:00,Demand,5094.98105,FALSE
2012-01-09 13:30:00,Demand,5122.693618,FALSE
2012-01-09 14:00:00,Demand,5111.948964,FALSE
2012-01-09 14:30:00,Demand,5102.08938,FALSE
2012-01-09 15:00:00,Demand,5098.534914,FALSE
2012-01-09 15:30:00,Demand,5118.865572,FALSE
2012-01-09 16:00:00,Demand,5124.729886,FALSE
2012-01-09 16:30:00,Demand,5137.585792,FALSE
2012-01-09 17:00:00,Demand,5147.385798,FALSE
2012-01-09 17:30:00,Demand,5099.015302,FALSE
2012-01-09 18:00:00,Demand,4951.266704,FALSE
2012-01-09 18:30:00,Demand,4846.593104,FALSE
2012-01-09 19:00:00,Demand,4706.189842,FALSE
2012-01-09 19:30:00,Demand,4596.123106,FALSE
2012-01-09 20:00:00,Demand,4503.091378,FALSE
2012-01-09 20:30:00,Demand,4507.909858,FALSE
2012-01-09 21:00:00,Demand,4562.666344,FALSE
2012-01-09 21:30:00,Demand,4496.179492,FALSE
2012-01-09 22:00:00,Demand,4342.80205,FALSE
2012-01-09 22:30:00,Demand,4151.850038,FALSE
2012-01-09 23:00:00,Demand,4047.477538,FALSE
2012-01-09 23:30:00,Demand,3979.720148,FALSE
2012-01-10 0:00:00,Demand,4170.912872,FALSE
2012-01-10 0:30:00,Demand,4069.304714,FALSE
2012-01-10 1:00:00,Demand,3846.99231,FALSE
2012-01-10 1:30:00,Demand,3694.377388,FALSE
2012-01-10 2:00:00,Demand,3943.760666,FALSE
2012-01-10 2:30:00,Demand,3859.40399,FALSE
2012-01-10 3:00:00,Demand,3666.057178,FALSE
2012-01-10 3:30:00,Demand,3537.225326,FALSE
2012-01-10 4:00:00,Demand,3475.287276,FALSE
2012-01-10 4:30:00,Demand,3473.67019,FALSE
2012-01-10 5:00:00,Demand,3559.214994,FALSE
2012-01-10 5:30:00,Demand,3690.096412,FALSE
2012-01-10 6:00:00,Demand,3868.370582,FALSE
2012-01-10 6:30:00,Demand,4069.717344,FALSE
2012-01-10 7:00:00,Demand,4364.340618,FALSE
2012-01-10 7:30:00,Demand,4616.44248,FALSE
2012-01-10 8:00:00,Demand,4676.802504,FALSE
2012-01-10 8:30:00,Demand,4790.954386,FALSE
2012-01-10 9:00:00,Demand,4882.505316,FALSE
2012-01-10 9:30:00,Demand,4910.63753,FALSE
2012-01-10 10:00:00,Demand,4946.801238,FALSE
2012-01-10 10:30:00,Demand,4979.569174,FALSE
2012-01-10 11:00:00,Demand,4977.628896,FALSE
2012-01-10 11:30:00,Demand,5000.321122,FALSE
2012-01-10 12:00:00,Demand,5005.710744,FALSE
2012-01-10 12:30:00,Demand,5007.615266,FALSE
2012-01-10 13:00:00,Demand,4976.489394,FALSE
2012-01-10 13:30:00,Demand,4978.957888,FALSE
2012-01-10 14:00:00,Demand,5016.273914,FALSE
2012-01-10 14:30:00,Demand,5005.992518,FALSE
2012-01-10 15:00:00,Demand,4991.713354,FALSE
2012-01-10 15:30:00,Demand,4998.850812,FALSE
2012-01-10 16:00:00,Demand,5002.462746,FALSE
2012-01-10 16:30:00,Demand,5008.080458,FALSE
2012-01-10 17:00:00,Demand,5029.41748,FALSE
2012-01-10 17:30:00,Demand,5019.981484,FALSE
2012-01-10 18:00:00,Demand,4923.69424,FALSE
2012-01-10 18:30:00,Demand,4811.317072,FALSE
2012-01-10 19:00:00,Demand,4677.77434,FALSE
2012-01-10 19:30:00,Demand,4599.805622,FALSE
2012-01-10 20:00:00,Demand,4573.434048,FALSE
2012-01-10 20:30:00,Demand,4596.945598,FALSE
2012-01-10 21:00:00,Demand,4611.218582,FALSE
2012-01-10 21:30:00,Demand,4514.324944,FALSE
2012-01-10 22:00:00,Demand,4343.012572,FALSE
2012-01-10 22:30:00,Demand,4150.728024,FALSE
2012-01-10 23:00:00,Demand,4069.590904,FALSE
2012-01-10 23:30:00,Demand,4036.62765,FALSE
2012-01-11 0:00:00,Demand,4240.698436,FALSE
2012-01-11 0:30:00,Demand,4136.635086,FALSE
2012-01-11 1:00:00,Demand,3911.397864,FALSE
2012-01-11 1:30:00,Demand,3758.593436,FALSE
2012-01-11 2:00:00,Demand,3979.4068,FALSE
2012-01-11 2:30:00,Demand,3881.320074,FALSE
2012-01-11 3:00:00,Demand,3722.720526,FALSE
2012-01-11 3:30:00,Demand,3594.057632,FALSE
2012-01-11 4:00:00,Demand,3528.973774,FALSE
2012-01-11 4:30:00,Demand,3519.91668,FALSE
2012-01-11 5:00:00,Demand,3576.436214,FALSE
2012-01-11 5:30:00,Demand,3697.369616,FALSE
2012-01-11 6:00:00,Demand,3947.516096,FALSE
2012-01-11 6:30:00,Demand,4189.390806,FALSE
2012-01-11 7:00:00,Demand,4523.852152,FALSE
2012-01-11 7:30:00,Demand,4799.209286,FALSE
2012-01-11 8:00:00,Demand,4872.033238,FALSE
2012-01-11 8:30:00,Demand,4979.508704,FALSE
2012-01-11 9:00:00,Demand,5080.00772,FALSE
