unique_id,ds,y
AAPL_Open,2014-12-11,112.260002
AAPL_Open,2014-12-12,110.459999
AAPL_Open,2014-12-15,110.699997
AAPL_Open,2014-12-16,106.370003
AAPL_Open,2014-12-17,107.120003
AAPL_Open,2014-12-18,111.870003
AAPL_Open,2014-12-19,112.260002
AAPL_Open,2014-12-22,112.160004
AAPL_Open,2014-12-23,113.230003
AAPL_Open,2014-12-24,112.580002
AAPL_Open,2014-12-26,112.099998
AAPL_Open,2014-12-29,113.790001
AAPL_Open,2014-12-30,113.639999
AAPL_Open,2014-12-31,112.82
AAPL_Open,2015-01-02,111.389999
AAPL_Open,2015-01-05,108.290001
AAPL_Open,2015-01-06,106.540001
AAPL_Open,2015-01-07,107.199997
AAPL_Open,2015-01-08,109.230003
AAPL_Open,2015-01-09,112.669998
AAPL_Open,2015-01-12,112.599998
AAPL_Open,2015-01-13,111.43
AAPL_Open,2015-01-14,109.040001
AAPL_Open,2015-01-15,110
AAPL_Open,2015-01-16,107.029999
AAPL_Open,2015-01-20,107.839996
AAPL_Open,2015-01-21,108.949997
AAPL_Open,2015-01-22,110.260002
AAPL_Open,2015-01-23,112.300003
AAPL_Open,2015-01-26,113.739998
AAPL_Open,2015-01-27,112.419998
AAPL_Open,2015-01-28,117.629997
AAPL_Open,2015-01-29,116.32
AAPL_Open,2015-01-30,118.400002
AAPL_Open,2015-02-02,118.050003
AAPL_Open,2015-02-03,118.5
AAPL_Open,2015-02-04,118.5
AAPL_Open,2015-02-05,120.019997
AAPL_Open,2015-02-06,120.019997
AAPL_Open,2015-02-09,118.550003
AAPL_Open,2015-02-10,120.169998
AAPL_Open,2015-02-11,122.769997
AAPL_Open,2015-02-12,126.059998
AAPL_Open,2015-02-13,127.279999
AAPL_Open,2015-02-17,127.489998
AAPL_Open,2015-02-18,127.629997
AAPL_Open,2015-02-19,128.479996
AAPL_Open,2015-02-20,128.619995
AAPL_Open,2015-02-23,130.020004
AAPL_Open,2015-02-24,132.940002
AAPL_Open,2015-02-25,131.559998
AAPL_Open,2015-02-26,128.789993
AAPL_Open,2015-02-27,130
AAPL_Open,2015-03-02,129.25
AAPL_Open,2015-03-03,128.960007
AAPL_Open,2015-03-04,129.100006
AAPL_Open,2015-03-05,128.580002
AAPL_Open,2015-03-06,128.399994
AAPL_Open,2015-03-09,127.959999
AAPL_Open,2015-03-10,126.410004
AAPL_Open,2015-03-11,124.75
AAPL_Open,2015-03-12,122.309998
AAPL_Open,2015-03-13,124.400002
AAPL_Open,2015-03-16,123.879997
AAPL_Open,2015-03-17,125.900002
AAPL_Open,2015-03-18,127
AAPL_Open,2015-03-19,128.75
AAPL_Open,2015-03-20,128.25
AAPL_Open,2015-03-23,127.120003
AAPL_Open,2015-03-24,127.230003
AAPL_Open,2015-03-25,126.540001
AAPL_Open,2015-03-26,122.760002
AAPL_Open,2015-03-27,124.57
AAPL_Open,2015-03-30,124.050003
AAPL_Open,2015-03-31,126.089996
AAPL_Open,2015-04-01,124.82
AAPL_Open,2015-04-02,125.029999
AAPL_Open,2015-04-06,124.470001
AAPL_Open,2015-04-07,127.639999
AAPL_Open,2015-04-08,125.849998
AAPL_Open,2015-04-09,125.849998
AAPL_Open,2015-04-10,125.949997
AAPL_Open,2015-04-13,128.369995
AAPL_Open,2015-04-14,127
AAPL_Open,2015-04-15,126.410004
AAPL_Open,2015-04-16,126.279999
AAPL_Open,2015-04-17,125.550003
AAPL_Open,2015-04-20,125.57
AAPL_Open,2015-04-21,128.100006
AAPL_Open,2015-04-22,126.989998
AAPL_Open,2015-04-23,128.300003
AAPL_Open,2015-04-24,130.490005
AAPL_Open,2015-04-27,132.309998
AAPL_Open,2015-04-28,134.460007
AAPL_Open,2015-04-29,130.160004
AAPL_Open,2015-04-30,128.639999
AAPL_Open,2015-05-01,126.099998
AAPL_Open,2015-05-04,129.5
AAPL_Open,2015-05-05,128.149994
AAPL_Open,2015-05-06,126.559998
AAPL_Open,2015-05-07,124.769997
AAPL_Open,2015-05-08,126.68
AAPL_Open,2015-05-11,127.389999
AAPL_Open,2015-05-12,125.599998
AAPL_Open,2015-05-13,126.150002
AAPL_Open,2015-05-14,127.410004
AAPL_Open,2015-05-15,129.070007
AAPL_Open,2015-05-18,128.380005
AAPL_Open,2015-05-19,130.690002
AAPL_Open,2015-05-20,130
AAPL_Open,2015-05-21,130.070007
AAPL_Open,2015-05-22,131.600006
AAPL_Open,2015-05-26,132.600006
AAPL_Open,2015-05-27,130.339996
AAPL_Open,2015-05-28,131.860001
AAPL_Open,2015-05-29,131.229996
AAPL_Open,2015-06-01,130.279999
AAPL_Open,2015-06-02,129.860001
AAPL_Open,2015-06-03,130.660004
AAPL_Open,2015-06-04,129.580002
AAPL_Open,2015-06-05,129.5
AAPL_Open,2015-06-08,128.899994
AAPL_Open,2015-06-09,126.699997
AAPL_Open,2015-06-10,127.919998
AAPL_Open,2015-06-11,129.179993
AAPL_Open,2015-06-12,128.190002
AAPL_Open,2015-06-15,126.099998
AAPL_Open,2015-06-16,127.029999
AAPL_Open,2015-06-17,127.720001
AAPL_Open,2015-06-18,127.230003
AAPL_Open,2015-06-19,127.709999
AAPL_Open,2015-06-22,127.489998
AAPL_Open,2015-06-23,127.480003
AAPL_Open,2015-06-24,127.209999
AAPL_Open,2015-06-25,128.860001
AAPL_Open,2015-06-26,127.669998
AAPL_Open,2015-06-29,125.459999
AAPL_Open,2015-06-30,125.57
AAPL_Open,2015-07-01,126.900002
AAPL_Open,2015-07-02,126.43
AAPL_Open,2015-07-06,124.940002
AAPL_Open,2015-07-07,125.889999
AAPL_Open,2015-07-08,124.480003
AAPL_Open,2015-07-09,123.849998
AAPL_Open,2015-07-10,121.940002
AAPL_Open,2015-07-13,125.029999
AAPL_Open,2015-07-14,126.040001
AAPL_Open,2015-07-15,125.720001
AAPL_Open,2015-07-16,127.739998
AAPL_Open,2015-07-17,129.080002
AAPL_Open,2015-07-20,130.970001
AAPL_Open,2015-07-21,132.850006
AAPL_Open,2015-07-22,121.989998
AAPL_Open,2015-07-23,126.199997
AAPL_Open,2015-07-24,125.32
AAPL_Open,2015-07-27,123.089996
AAPL_Open,2015-07-28,123.379997
AAPL_Open,2015-07-29,123.150002
AAPL_Open,2015-07-30,122.32
AAPL_Open,2015-07-31,122.599998
AAPL_Open,2015-08-03,121.5
AAPL_Open,2015-08-04,117.419998
AAPL_Open,2015-08-05,112.949997
AAPL_Open,2015-08-06,115.970001
AAPL_Open,2015-08-07,114.580002
AAPL_Open,2015-08-10,116.529999
AAPL_Open,2015-08-11,117.809998
AAPL_Open,2015-08-12,112.529999
AAPL_Open,2015-08-13,116.040001
AAPL_Open,2015-08-14,114.32
AAPL_Open,2015-08-17,116.040001
AAPL_Open,2015-08-18,116.43
AAPL_Open,2015-08-19,116.099998
AAPL_Open,2015-08-20,114.080002
AAPL_Open,2015-08-21,110.43
AAPL_Open,2015-08-24,94.870003
AAPL_Open,2015-08-25,111.110001
AAPL_Open,2015-08-26,107.089996
AAPL_Open,2015-08-27,112.230003
AAPL_Open,2015-08-28,112.169998
AAPL_Open,2015-08-31,112.029999
AAPL_Open,2015-09-01,110.150002
AAPL_Open,2015-09-02,110.230003
AAPL_Open,2015-09-03,112.489998
AAPL_Open,2015-09-04,108.970001
AAPL_Open,2015-09-08,111.75
AAPL_Open,2015-09-09,113.760002
AAPL_Open,2015-09-10,110.269997
AAPL_Open,2015-09-11,111.790001
AAPL_Open,2015-09-14,116.580002
AAPL_Open,2015-09-15,115.93
AAPL_Open,2015-09-16,116.25
AAPL_Open,2015-09-17,115.660004
AAPL_Open,2015-09-18,112.209999
AAPL_Open,2015-09-21,113.669998
AAPL_Open,2015-09-22,113.379997
AAPL_Open,2015-09-23,113.629997
AAPL_Open,2015-09-24,113.25
AAPL_Open,2015-09-25,116.440002
AAPL_Open,2015-09-28,113.849998
AAPL_Open,2015-09-29,112.830002
AAPL_Open,2015-09-30,110.169998
AAPL_Open,2015-10-01,109.07
AAPL_Open,2015-10-02,108.010002
AAPL_Open,2015-10-05,109.879997
AAPL_Open,2015-10-06,110.629997
AAPL_Open,2015-10-07,111.739998
AAPL_Open,2015-10-08,110.190002
AAPL_Open,2015-10-09,110
AAPL_Open,2015-10-12,112.730003
AAPL_Open,2015-10-13,110.82
AAPL_Open,2015-10-14,111.290001
AAPL_Open,2015-10-15,110.93
AAPL_Open,2015-10-16,111.779999
AAPL_Open,2015-10-19,110.800003
AAPL_Open,2015-10-20,111.339996
AAPL_Open,2015-10-21,114
AAPL_Open,2015-10-22,114.330002
AAPL_Open,2015-10-23,116.699997
AAPL_Open,2015-10-26,118.080002
AAPL_Open,2015-10-27,115.400002
AAPL_Open,2015-10-28,116.93
AAPL_Open,2015-10-29,118.699997
AAPL_Open,2015-10-30,120.989998
AAPL_Open,2015-11-02,120.800003
AAPL_Open,2015-11-03,120.790001
AAPL_Open,2015-11-04,123.129997
AAPL_Open,2015-11-05,121.849998
AAPL_Open,2015-11-06,121.110001
AAPL_Open,2015-11-09,120.959999
AAPL_Open,2015-11-10,116.900002
AAPL_Open,2015-11-11,116.370003
AAPL_Open,2015-11-12,116.260002
AAPL_Open,2015-11-13,115.199997
AAPL_Open,2015-11-16,111.379997
AAPL_Open,2015-11-17,114.919998
AAPL_Open,2015-11-18,115.760002
AAPL_Open,2015-11-19,117.639999
AAPL_Open,2015-11-20,119.199997
AAPL_Open,2015-11-23,119.269997
AAPL_Open,2015-11-24,117.330002
AAPL_Open,2015-11-25,119.209999
AAPL_Open,2015-11-27,118.290001
AAPL_Open,2015-11-30,117.989998
AAPL_Open,2015-12-01,118.75
AAPL_Open,2015-12-02,117.339996
AAPL_Open,2015-12-03,116.550003
AAPL_Open,2015-12-04,115.290001
AAPL_Open,2015-12-07,118.980003
AAPL_Open,2015-12-08,117.519997
AAPL_Open,2015-12-09,117.639999
AAPL_Open,2015-12-10,116.040001
AAPL_Open,2015-12-11,115.190002
AAPL_Open,2015-12-14,112.18
AAPL_Open,2015-12-15,111.940002
AAPL_Open,2015-12-16,111.07
AAPL_Open,2015-12-17,112.019997
AAPL_Open,2015-12-18,108.910004
AAPL_Open,2015-12-21,107.279999
AAPL_Open,2015-12-22,107.400002
AAPL_Open,2015-12-23,107.269997
AAPL_Open,2015-12-24,109
AAPL_Open,2015-12-28,107.589996
AAPL_Open,2015-12-29,106.959999
AAPL_Open,2015-12-30,108.580002
AAPL_Open,2015-12-31,107.010002
AAPL_Open,2016-01-04,102.610001
AAPL_Open,2016-01-05,105.75
AAPL_Open,2016-01-06,100.559998
AAPL_Open,2016-01-07,98.68
AAPL_Open,2016-01-08,98.550003
AAPL_Open,2016-01-11,98.970001
AAPL_Open,2016-01-12,100.550003
AAPL_Open,2016-01-13,100.32
AAPL_Open,2016-01-14,97.959999
AAPL_Open,2016-01-15,96.199997
AAPL_Open,2016-01-19,98.410004
AAPL_Open,2016-01-20,95.099998
AAPL_Open,2016-01-21,97.059998
AAPL_Open,2016-01-22,98.629997
AAPL_Open,2016-01-25,101.519997
AAPL_Open,2016-01-26,99.93
AAPL_Open,2016-01-27,96.040001
AAPL_Open,2016-01-28,93.790001
AAPL_Open,2016-01-29,94.790001
AAPL_Open,2016-02-01,96.470001
AAPL_Open,2016-02-02,95.419998
AAPL_Open,2016-02-03,95
AAPL_Open,2016-02-04,95.860001
AAPL_Open,2016-02-05,96.519997
AAPL_Open,2016-02-08,93.129997
AAPL_Open,2016-02-09,94.290001
AAPL_Open,2016-02-10,95.919998
AAPL_Open,2016-02-11,93.790001
AAPL_Open,2016-02-12,94.190002
AAPL_Open,2016-02-16,95.019997
AAPL_Open,2016-02-17,96.669998
AAPL_Open,2016-02-18,98.839996
AAPL_Open,2016-02-19,96
AAPL_Open,2016-02-22,96.309998
AAPL_Open,2016-02-23,96.400002
AAPL_Open,2016-02-24,93.980003
AAPL_Open,2016-02-25,96.050003
AAPL_Open,2016-02-26,97.199997
AAPL_Open,2016-02-29,96.860001
AAPL_Open,2016-03-01,97.650002
AAPL_Open,2016-03-02,100.510002
AAPL_Open,2016-03-03,100.580002
AAPL_Open,2016-03-04,102.370003
AAPL_Open,2016-03-07,102.389999
AAPL_Open,2016-03-08,100.779999
AAPL_Open,2016-03-09,101.309998
AAPL_Open,2016-03-10,101.410004
AAPL_Open,2016-03-11,102.239998
AAPL_Open,2016-03-14,101.910004
AAPL_Open,2016-03-15,103.959999
AAPL_Open,2016-03-16,104.610001
AAPL_Open,2016-03-17,105.519997
AAPL_Open,2016-03-18,106.339996
AAPL_Open,2016-03-21,105.93
AAPL_Open,2016-03-22,105.25
AAPL_Open,2016-03-23,106.480003
AAPL_Open,2016-03-24,105.470001
AAPL_Open,2016-03-28,106
AAPL_Open,2016-03-29,104.889999
AAPL_Open,2016-03-30,108.650002
AAPL_Open,2016-03-31,109.720001
AAPL_Open,2016-04-01,108.779999
AAPL_Open,2016-04-04,110.419998
AAPL_Open,2016-04-05,109.510002
AAPL_Open,2016-04-06,110.230003
AAPL_Open,2016-04-07,109.949997
AAPL_Open,2016-04-08,108.910004
AAPL_Open,2016-04-11,108.970001
AAPL_Open,2016-04-12,109.339996
AAPL_Open,2016-04-13,110.800003
AAPL_Open,2016-04-14,111.620003
AAPL_Open,2016-04-15,112.110001
AAPL_Open,2016-04-18,108.889999
AAPL_Open,2016-04-19,107.879997
AAPL_Open,2016-04-20,106.639999
AAPL_Open,2016-04-21,106.93
AAPL_Open,2016-04-22,105.010002
AAPL_Open,2016-04-25,105
AAPL_Open,2016-04-26,103.910004
AAPL_Open,2016-04-27,96
AAPL_Open,2016-04-28,97.610001
AAPL_Open,2016-04-29,93.989998
AAPL_Open,2016-05-02,93.970001
AAPL_Open,2016-05-03,94.199997
AAPL_Open,2016-05-04,95.199997
AAPL_Open,2016-05-05,94
AAPL_Open,2016-05-06,93.370003
AAPL_Open,2016-05-09,93
AAPL_Open,2016-05-10,93.330002
AAPL_Open,2016-05-11,93.480003
AAPL_Open,2016-05-12,92.720001
AAPL_Open,2016-05-13,90
AAPL_Open,2016-05-16,92.389999
AAPL_Open,2016-05-17,94.550003
AAPL_Open,2016-05-18,94.160004
AAPL_Open,2016-05-19,94.639999
AAPL_Open,2016-05-20,94.639999
AAPL_Open,2016-05-23,95.870003
AAPL_Open,2016-05-24,97.220001
AAPL_Open,2016-05-25,98.669998
AAPL_Open,2016-05-26,99.68
AAPL_Open,2016-05-27,99.440002
AAPL_Open,2016-05-31,99.599998
AAPL_Open,2016-06-01,99.019997
AAPL_Open,2016-06-02,97.599998
AAPL_Open,2016-06-03,97.790001
AAPL_Open,2016-06-06,97.989998
AAPL_Open,2016-06-07,99.25
AAPL_Open,2016-06-08,99.019997
AAPL_Open,2016-06-09,98.5
AAPL_Open,2016-06-10,98.529999
AAPL_Open,2016-06-13,98.690002
AAPL_Open,2016-06-14,97.32
AAPL_Open,2016-06-15,97.82
AAPL_Open,2016-06-16,96.449997
AAPL_Open,2016-06-17,96.620003
AAPL_Open,2016-06-20,96
AAPL_Open,2016-06-21,94.940002
AAPL_Open,2016-06-22,96.25
AAPL_Open,2016-06-23,95.940002
AAPL_Open,2016-06-24,92.910004
AAPL_Open,2016-06-27,93
AAPL_Open,2016-06-28,92.900002
AAPL_Open,2016-06-29,93.970001
AAPL_Open,2016-06-30,94.440002
AAPL_Open,2016-07-01,95.489998
AAPL_Open,2016-07-05,95.389999
AAPL_Open,2016-07-06,94.599998
AAPL_Open,2016-07-07,95.699997
AAPL_Open,2016-07-08,96.489998
AAPL_Open,2016-07-11,96.75
AAPL_Open,2016-07-12,97.169998
AAPL_Open,2016-07-13,97.410004
AAPL_Open,2016-07-14,97.389999
AAPL_Open,2016-07-15,98.919998
AAPL_Open,2016-07-18,98.699997
AAPL_Open,2016-07-19,99.559998
AAPL_Open,2016-07-20,100
AAPL_Open,2016-07-21,99.830002
AAPL_Open,2016-07-22,99.260002
AAPL_Open,2016-07-25,98.25
AAPL_Open,2016-07-26,96.82
AAPL_Open,2016-07-27,104.269997
AAPL_Open,2016-07-28,102.830002
AAPL_Open,2016-07-29,104.190002
AAPL_Open,2016-08-01,104.410004
AAPL_Open,2016-08-02,106.050003
AAPL_Open,2016-08-03,104.809998
AAPL_Open,2016-08-04,105.580002
AAPL_Open,2016-08-05,106.269997
AAPL_Open,2016-08-08,107.519997
AAPL_Open,2016-08-09,108.230003
AAPL_Open,2016-08-10,108.709999
AAPL_Open,2016-08-11,108.519997
AAPL_Open,2016-08-12,107.779999
AAPL_Open,2016-08-15,108.139999
AAPL_Open,2016-08-16,109.629997
AAPL_Open,2016-08-17,109.099998
AAPL_Open,2016-08-18,109.230003
AAPL_Open,2016-08-19,108.769997
AAPL_Open,2016-08-22,108.860001
AAPL_Open,2016-08-23,108.589996
AAPL_Open,2016-08-24,108.57
AAPL_Open,2016-08-25,107.389999
AAPL_Open,2016-08-26,107.410004
AAPL_Open,2016-08-29,106.620003
AAPL_Open,2016-08-30,105.800003
AAPL_Open,2016-08-31,105.660004
AAPL_Open,2016-09-01,106.139999
AAPL_Open,2016-09-02,107.699997
AAPL_Open,2016-09-06,107.900002
AAPL_Open,2016-09-07,107.830002
AAPL_Open,2016-09-08,107.25
AAPL_Open,2016-09-09,104.639999
AAPL_Open,2016-09-12,102.650002
AAPL_Open,2016-09-13,107.510002
AAPL_Open,2016-09-14,108.730003
AAPL_Open,2016-09-15,113.860001
AAPL_Open,2016-09-16,115.120003
AAPL_Open,2016-09-19,115.190002
AAPL_Open,2016-09-20,113.050003
AAPL_Open,2016-09-21,113.849998
AAPL_Open,2016-09-22,114.349998
AAPL_Open,2016-09-23,114.419998
AAPL_Open,2016-09-26,111.639999
AAPL_Open,2016-09-27,113
AAPL_Open,2016-09-28,113.690002
AAPL_Open,2016-09-29,113.160004
AAPL_Open,2016-09-30,112.459999
AAPL_Open,2016-10-03,112.709999
AAPL_Open,2016-10-04,113.059998
AAPL_Open,2016-10-05,113.400002
AAPL_Open,2016-10-06,113.699997
AAPL_Open,2016-10-07,114.309998
AAPL_Open,2016-10-10,115.019997
AAPL_Open,2016-10-11,117.699997
AAPL_Open,2016-10-12,117.349998
AAPL_Open,2016-10-13,116.790001
AAPL_Open,2016-10-14,117.879997
AAPL_Open,2016-10-17,117.330002
AAPL_Open,2016-10-18,118.18
