unique_id,ds,y
Beer,1980-03-01,513
Beer,1980-06-01,427
Beer,1980-09-01,473
Beer,1980-12-01,526
Beer,1981-03-01,548
Beer,1981-06-01,440
Beer,1981-09-01,469
Beer,1981-12-01,575
Beer,1982-03-01,493
Beer,1982-06-01,433
Beer,1982-09-01,480
Beer,1982-12-01,576
Beer,1983-03-01,475
Beer,1983-06-01,405
Beer,1983-09-01,435
Beer,1983-12-01,535
Beer,1984-03-01,453
Beer,1984-06-01,430
Beer,1984-09-01,417
Beer,1984-12-01,552
Beer,1985-03-01,464
Beer,1985-06-01,417
Beer,1985-09-01,423
Beer,1985-12-01,554
Beer,1986-03-01,459
Beer,1986-06-01,428
Beer,1986-09-01,429
Beer,1986-12-01,534
Beer,1987-03-01,481
Beer,1987-06-01,416
Beer,1987-09-01,440
Beer,1987-12-01,538
Beer,1988-03-01,474
Beer,1988-06-01,440
Beer,1988-09-01,447
Beer,1988-12-01,598
Beer,1989-03-01,467
Beer,1989-06-01,439
Beer,1989-09-01,446
Beer,1989-12-01,567
Beer,1990-03-01,485
Beer,1990-06-01,441
Beer,1990-09-01,429
Beer,1990-12-01,599
Beer,1991-03-01,464
Beer,1991-06-01,424
Beer,1991-09-01,436
Beer,1991-12-01,574
Beer,1992-03-01,443
Beer,1992-06-01,410
Beer,1992-09-01,420
Beer,1992-12-01,532
Beer,1993-03-01,433
Beer,1993-06-01,421
Beer,1993-09-01,410
Beer,1993-12-01,512
Beer,1994-03-01,449
Beer,1994-06-01,381
Beer,1994-09-01,423
Beer,1994-12-01,531
Beer,1995-03-01,426
Beer,1995-06-01,408
Beer,1995-09-01,416
Beer,1995-12-01,520
Beer,1996-03-01,409
Beer,1996-06-01,398
Beer,1996-09-01,398
Beer,1996-12-01,507
Beer,1997-03-01,432
Beer,1997-06-01,398
Beer,1997-09-01,406
Beer,1997-12-01,526
Beer,1998-03-01,428
Beer,1998-06-01,397
Beer,1998-09-01,403
Beer,1998-12-01,517
Beer,1999-03-01,435
Beer,1999-06-01,383
Beer,1999-09-01,424
Beer,1999-12-01,521
Beer,2000-03-01,421
Beer,2000-06-01,402
Beer,2000-09-01,414
Beer,2000-12-01,500
Beer,2001-03-01,451
Beer,2001-06-01,380
Beer,2001-09-01,416
Beer,2001-12-01,492
Beer,2002-03-01,428
Beer,2002-06-01,408
Beer,2002-09-01,406
Beer,2002-12-01,506
Beer,2003-03-01,435
Beer,2003-06-01,380
Beer,2003-09-01,421
Beer,2003-12-01,490
Beer,2004-03-01,435
Beer,2004-06-01,390
Beer,2004-09-01,412
Beer,2004-12-01,454
Beer,2005-03-01,416
Beer,2005-06-01,403
Beer,2005-09-01,408
Beer,2005-12-01,482
Beer,2006-03-01,438
Beer,2006-06-01,386
Beer,2006-09-01,405
Beer,2006-12-01,491
Beer,2007-03-01,427
Beer,2007-06-01,383
Beer,2007-09-01,394
Beer,2007-12-01,473
Beer,2008-03-01,420
Beer,2008-06-01,390
Beer,2008-09-01,410
Beer,2008-12-01,488
Beer,2009-03-01,415
Beer,2009-06-01,398
Beer,2009-09-01,419
Beer,2009-12-01,488
Beer,2010-03-01,414
Beer,2010-06-01,374
Tobacco,1956-03-01,5225
Tobacco,1956-06-01,5178
Tobacco,1956-09-01,5297
Tobacco,1956-12-01,5681
Tobacco,1957-03-01,5577
Tobacco,1957-06-01,5651
Tobacco,1957-09-01,5317
Tobacco,1957-12-01,6152
Tobacco,1958-03-01,5758
Tobacco,1958-06-01,5641
Tobacco,1958-09-01,5802
Tobacco,1958-12-01,6265
Tobacco,1959-03-01,5478
Tobacco,1959-06-01,5892
Tobacco,1959-09-01,5952
Tobacco,1959-12-01,6597
Tobacco,1960-03-01,5980
Tobacco,1960-06-01,6154
Tobacco,1960-09-01,5478
Tobacco,1960-12-01,6716
Tobacco,1961-03-01,6022
Tobacco,1961-06-01,6070
Tobacco,1961-09-01,6303
Tobacco,1961-12-01,6693
Tobacco,1962-03-01,6072
Tobacco,1962-06-01,6112
Tobacco,1962-09-01,6146
Tobacco,1962-12-01,6787
Tobacco,1963-03-01,6051
Tobacco,1963-06-01,6259
Tobacco,1963-09-01,6348
Tobacco,1963-12-01,6883
Tobacco,1964-03-01,5890
Tobacco,1964-06-01,6365
Tobacco,1964-09-01,7373
Tobacco,1964-12-01,6768
Tobacco,1965-03-01,6201
Tobacco,1965-06-01,6332
Tobacco,1965-09-01,7213
Tobacco,1965-12-01,6600
Tobacco,1966-03-01,5522
Tobacco,1966-06-01,6184
Tobacco,1966-09-01,7202
Tobacco,1966-12-01,6599
Tobacco,1967-03-01,5801
Tobacco,1967-06-01,6771
Tobacco,1967-09-01,6837
Tobacco,1967-12-01,6685
Tobacco,1968-03-01,6255
Tobacco,1968-06-01,6977
Tobacco,1968-09-01,7417
Tobacco,1968-12-01,7075
Tobacco,1969-03-01,6641
Tobacco,1969-06-01,7154
Tobacco,1969-09-01,7929
Tobacco,1969-12-01,7362
Tobacco,1970-03-01,6807
Tobacco,1970-06-01,7612
Tobacco,1970-09-01,7862
Tobacco,1970-12-01,7126
Tobacco,1971-03-01,7255
Tobacco,1971-06-01,8076
Tobacco,1971-09-01,8405
Tobacco,1971-12-01,7974
Tobacco,1972-03-01,6500
Tobacco,1972-06-01,7119
Tobacco,1972-09-01,7367
Tobacco,1972-12-01,7549
Tobacco,1973-03-01,7168
Tobacco,1973-06-01,7635
Tobacco,1973-09-01,8446
Tobacco,1973-12-01,7593
Tobacco,1974-03-01,6823
Tobacco,1974-06-01,7856
Tobacco,1974-09-01,8574
Tobacco,1974-12-01,8163
Tobacco,1975-03-01,6971
Tobacco,1975-06-01,8021
Tobacco,1975-09-01,8133
Tobacco,1975-12-01,8349
Tobacco,1976-03-01,6687
Tobacco,1976-06-01,7991
Tobacco,1976-09-01,6900
Tobacco,1976-12-01,7119
Tobacco,1977-03-01,7156
Tobacco,1977-06-01,8671
Tobacco,1977-09-01,8459
Tobacco,1977-12-01,7367
Tobacco,1978-03-01,7219
Tobacco,1978-06-01,7344
Tobacco,1978-09-01,7314
Tobacco,1978-12-01,7379
Tobacco,1979-03-01,7084
Tobacco,1979-06-01,7882
Tobacco,1979-09-01,7816
Tobacco,1979-12-01,6786
Tobacco,1980-03-01,6794
Tobacco,1980-06-01,8168
Tobacco,1980-09-01,8097
Tobacco,1980-12-01,7820
Tobacco,1981-03-01,6437
Tobacco,1981-06-01,7995
Tobacco,1981-09-01,8238
Tobacco,1981-12-01,8026
Tobacco,1982-03-01,6697
Tobacco,1982-06-01,7749
Tobacco,1982-09-01,8043
Tobacco,1982-12-01,7469
Tobacco,1983-03-01,6559
Tobacco,1983-06-01,7852
Tobacco,1983-09-01,7449
Tobacco,1983-12-01,6975
Tobacco,1984-03-01,6631
Tobacco,1984-06-01,6928
Tobacco,1984-09-01,6542
Tobacco,1984-12-01,6819
Tobacco,1985-03-01,6033
Tobacco,1985-06-01,7678
Tobacco,1985-09-01,7341
Tobacco,1985-12-01,6829
Tobacco,1986-03-01,5733
Tobacco,1986-06-01,7465
Tobacco,1986-09-01,7780
Tobacco,1986-12-01,7234
Tobacco,1987-03-01,5765
Tobacco,1987-06-01,7476
Tobacco,1987-09-01,6742
Tobacco,1987-12-01,7217
Tobacco,1988-03-01,6034
Tobacco,1988-06-01,7389
Tobacco,1988-09-01,7077
Tobacco,1988-12-01,6837
Tobacco,1989-03-01,6051
Tobacco,1989-06-01,7193
Tobacco,1989-09-01,6639
Tobacco,1989-12-01,7060
Tobacco,1990-03-01,6562
Tobacco,1990-06-01,7063
Tobacco,1990-09-01,7374
Tobacco,1990-12-01,6563
Tobacco,1991-03-01,6202
Tobacco,1991-06-01,6694
Tobacco,1991-09-01,6748
Tobacco,1991-12-01,6160
Tobacco,1992-03-01,5777
Tobacco,1992-06-01,5853
Tobacco,1992-09-01,6416
Tobacco,1992-12-01,5825
Tobacco,1993-03-01,5724
Tobacco,1993-06-01,6036
Tobacco,1993-09-01,6570
Tobacco,1993-12-01,5675
Tobacco,1994-03-01,5311
Tobacco,1994-06-01,5717
Tobacco,1994-09-01,7000
Tobacco,1994-12-01,6085
Tobacco,1995-03-01,4714
Tobacco,1995-06-01,3939
Tobacco,1995-09-01,6137
Tobacco,1995-12-01,4739
Tobacco,1996-03-01,4275
Tobacco,1996-06-01,5239
Tobacco,1996-09-01,6293
Tobacco,1996-12-01,5575
Tobacco,1997-03-01,4802
Tobacco,1997-06-01,5523
Tobacco,1997-09-01,5708
Tobacco,1997-12-01,4821
Tobacco,1998-03-01,4919
Tobacco,1998-06-01,5809
Tobacco,1998-09-01,5904
Tobacco,1998-12-01,4555
Tobacco,1999-03-01,5198
Tobacco,1999-06-01,5388
Tobacco,1999-09-01,5142
Tobacco,1999-12-01,5517
Tobacco,2000-03-01,5169
Tobacco,2000-06-01,4860
Tobacco,2000-09-01,5185
Tobacco,2000-12-01,4763
Tobacco,2001-03-01,4217
Tobacco,2001-06-01,4959
Tobacco,2001-09-01,5196
Tobacco,2001-12-01,4522
Tobacco,2002-03-01,3843
Tobacco,2002-06-01,4806
Tobacco,2002-09-01,5280
Tobacco,2002-12-01,4709
Tobacco,2003-03-01,4362
Tobacco,2003-06-01,5210
Tobacco,2003-09-01,5258
Tobacco,2003-12-01,4526
Tobacco,2004-03-01,3974
Tobacco,2004-06-01,5027
Tobacco,2004-09-01,
Tobacco,2004-12-01,
Tobacco,2005-03-01,
Tobacco,2005-06-01,
Tobacco,2005-09-01,
Tobacco,2005-12-01,
Tobacco,2006-03-01,
Tobacco,2006-06-01,
Tobacco,2006-09-01,
Tobacco,2006-12-01,
Tobacco,2007-03-01,
Tobacco,2007-06-01,
Tobacco,2007-09-01,
Tobacco,2007-12-01,
Tobacco,2008-03-01,
Tobacco,2008-06-01,
Tobacco,2008-09-01,
Tobacco,2008-12-01,
Tobacco,2009-03-01,
Tobacco,2009-06-01,
Tobacco,2009-09-01,
Tobacco,2009-12-01,
Tobacco,2010-03-01,
Tobacco,2010-06-01,
Bricks,1956-03-01,189
Bricks,1956-06-01,204
Bricks,1956-09-01,208
Bricks,1956-12-01,197
Bricks,1957-03-01,187
Bricks,1957-06-01,214
Bricks,1957-09-01,227
Bricks,1957-12-01,222
Bricks,1958-03-01,199
Bricks,1958-06-01,229
Bricks,1958-09-01,249
Bricks,1958-12-01,234
Bricks,1959-03-01,208
Bricks,1959-06-01,251
Bricks,1959-09-01,267
Bricks,1959-12-01,255
Bricks,1960-03-01,242
Bricks,1960-06-01,268
Bricks,1960-09-01,290
Bricks,1960-12-01,277
Bricks,1961-03-01,241
Bricks,1961-06-01,253
Bricks,1961-09-01,265
Bricks,1961-12-01,236
Bricks,1962-03-01,229
Bricks,1962-06-01,265
Bricks,1962-09-01,275
Bricks,1962-12-01,258
Bricks,1963-03-01,231
Bricks,1963-06-01,263
Bricks,1963-09-01,308
Bricks,1963-12-01,313
Bricks,1964-03-01,293
Bricks,1964-06-01,328
Bricks,1964-09-01,349
Bricks,1964-12-01,340
Bricks,1965-03-01,309
Bricks,1965-06-01,349
Bricks,1965-09-01,366
Bricks,1965-12-01,340
Bricks,1966-03-01,302
Bricks,1966-06-01,350
Bricks,1966-09-01,362
Bricks,1966-12-01,337
Bricks,1967-03-01,306
Bricks,1967-06-01,358
Bricks,1967-09-01,359
Bricks,1967-12-01,357
Bricks,1968-03-01,341
Bricks,1968-06-01,380
Bricks,1968-09-01,404
Bricks,1968-12-01,409
Bricks,1969-03-01,383
Bricks,1969-06-01,417
Bricks,1969-09-01,454
Bricks,1969-12-01,428
Bricks,1970-03-01,386
Bricks,1970-06-01,428
Bricks,1970-09-01,434
Bricks,1970-12-01,417
Bricks,1971-03-01,385
Bricks,1971-06-01,433
Bricks,1971-09-01,453
Bricks,1971-12-01,436
Bricks,1972-03-01,399
Bricks,1972-06-01,461
Bricks,1972-09-01,476
Bricks,1972-12-01,477
Bricks,1973-03-01,452
Bricks,1973-06-01,461
Bricks,1973-09-01,534
Bricks,1973-12-01,516
Bricks,1974-03-01,478
Bricks,1974-06-01,526
Bricks,1974-09-01,518
Bricks,1974-12-01,417
Bricks,1975-03-01,340
Bricks,1975-06-01,437
Bricks,1975-09-01,459
Bricks,1975-12-01,449
Bricks,1976-03-01,424
Bricks,1976-06-01,501
Bricks,1976-09-01,540
Bricks,1976-12-01,533
Bricks,1977-03-01,457
Bricks,1977-06-01,513
Bricks,1977-09-01,522
Bricks,1977-12-01,478
Bricks,1978-03-01,421
Bricks,1978-06-01,487
Bricks,1978-09-01,470
Bricks,1978-12-01,482
Bricks,1979-03-01,458
Bricks,1979-06-01,526
Bricks,1979-09-01,573
Bricks,1979-12-01,563
Bricks,1980-03-01,513
Bricks,1980-06-01,551
Bricks,1980-09-01,589
Bricks,1980-12-01,564
Bricks,1981-03-01,519
Bricks,1981-06-01,581
Bricks,1981-09-01,581
Bricks,1981-12-01,578
Bricks,1982-03-01,501
Bricks,1982-06-01,560
Bricks,1982-09-01,512
Bricks,1982-12-01,412
Bricks,1983-03-01,303
Bricks,1983-06-01,409
Bricks,1983-09-01,420
Bricks,1983-12-01,413
Bricks,1984-03-01,400
Bricks,1984-06-01,469
Bricks,1984-09-01,482
Bricks,1984-12-01,484
Bricks,1985-03-01,447
Bricks,1985-06-01,507
Bricks,1985-09-01,533
Bricks,1985-12-01,505
Bricks,1986-03-01,442
Bricks,1986-06-01,503
Bricks,1986-09-01,506
Bricks,1986-12-01,443
Bricks,1987-03-01,414
Bricks,1987-06-01,485
Bricks,1987-09-01,495
Bricks,1987-12-01,458
Bricks,1988-03-01,428
Bricks,1988-06-01,519
Bricks,1988-09-01,555
Bricks,1988-12-01,538
Bricks,1989-03-01,510
Bricks,1989-06-01,571
Bricks,1989-09-01,556
Bricks,1989-12-01,509
Bricks,1990-03-01,458
Bricks,1990-06-01,510
Bricks,1990-09-01,494
Bricks,1990-12-01,460
Bricks,1991-03-01,372
Bricks,1991-06-01,436
Bricks,1991-09-01,422
Bricks,1991-12-01,423
Bricks,1992-03-01,383
Bricks,1992-06-01,404
Bricks,1992-09-01,446
Bricks,1992-12-01,420
Bricks,1993-03-01,394
Bricks,1993-06-01,462
Bricks,1993-09-01,475
Bricks,1993-12-01,443
Bricks,1994-03-01,421
Bricks,1994-06-01,475
Bricks,1994-09-01,497
Bricks,1994-12-01,476
Bricks,1995-03-01,430
Bricks,1995-06-01,457
Bricks,1995-09-01,417
Bricks,1995-12-01,370
Bricks,1996-03-01,310
Bricks,1996-06-01,358
Bricks,1996-09-01,379
Bricks,1996-12-01,369
Bricks,1997-03-01,330
Bricks,1997-06-01,390
Bricks,1997-09-01,416
Bricks,1997-12-01,383
Bricks,1998-03-01,339
Bricks,1998-06-01,394
Bricks,1998-09-01,412
Bricks,1998-12-01,420
Bricks,1999-03-01,376
Bricks,1999-06-01,401
Bricks,1999-09-01,430
Bricks,1999-12-01,417
Bricks,2000-03-01,416
Bricks,2000-06-01,447
Bricks,2000-09-01,421
Bricks,2000-12-01,379
Bricks,2001-03-01,304
Bricks,2001-06-01,337
Bricks,2001-09-01,385
Bricks,2001-12-01,381
Bricks,2002-03-01,345
Bricks,2002-06-01,405
Bricks,2002-09-01,417
Bricks,2002-12-01,420
Bricks,2003-03-01,387
Bricks,2003-06-01,415
Bricks,2003-09-01,440
Bricks,2003-12-01,413
Bricks,2004-03-01,409
Bricks,2004-06-01,423
Bricks,2004-09-01,428
Bricks,2004-12-01,397
Bricks,2005-03-01,355
Bricks,2005-06-01,435
Bricks,2005-09-01,
Bricks,2005-12-01,
Bricks,2006-03-01,
Bricks,2006-06-01,
Bricks,2006-09-01,
Bricks,2006-12-01,
Bricks,2007-03-01,
Bricks,2007-06-01,
Bricks,2007-09-01,
Bricks,2007-12-01,
Bricks,2008-03-01,
Bricks,2008-06-01,
Bricks,2008-09-01,
Bricks,2008-12-01,
Bricks,2009-03-01,
Bricks,2009-06-01,
Bricks,2009-09-01,
Bricks,2009-12-01,
Bricks,2010-03-01,
Bricks,2010-06-01,
Cement,1956-03-01,465
Cement,1956-06-01,532
Cement,1956-09-01,561
Cement,1956-12-01,570
Cement,1957-03-01,529
Cement,1957-06-01,604
Cement,1957-09-01,603
Cement,1957-12-01,582
Cement,1958-03-01,554
Cement,1958-06-01,620
Cement,1958-09-01,646
Cement,1958-12-01,637
Cement,1959-03-01,573
Cement,1959-06-01,673
Cement,1959-09-01,690
Cement,1959-12-01,681
Cement,1960-03-01,621
Cement,1960-06-01,698
Cement,1960-09-01,753
Cement,1960-12-01,728
Cement,1961-03-01,688
Cement,1961-06-01,737
Cement,1961-09-01,742
Cement,1961-12-01,692
Cement,1962-03-01,637
Cement,1962-06-01,757
Cement,1962-09-01,783
Cement,1962-12-01,757
Cement,1963-03-01,674
Cement,1963-06-01,774
Cement,1963-09-01,835
Cement,1963-12-01,838
Cement,1964-03-01,797
Cement,1964-06-01,904
Cement,1964-09-01,949
Cement,1964-12-01,975
Cement,1965-03-01,902
Cement,1965-06-01,974
Cement,1965-09-01,969
Cement,1965-12-01,967
Cement,1966-03-01,849
Cement,1966-06-01,961
Cement,1966-09-01,966
Cement,1966-12-01,922
Cement,1967-03-01,836
Cement,1967-06-01,998
Cement,1967-09-01,1025
Cement,1967-12-01,971
Cement,1968-03-01,892
Cement,1968-06-01,973
Cement,1968-09-01,1047
Cement,1968-12-01,1017
Cement,1969-03-01,948
Cement,1969-06-01,1032
Cement,1969-09-01,1190
Cement,1969-12-01,1136
Cement,1970-03-01,1049
Cement,1970-06-01,1134
Cement,1970-09-01,1229
Cement,1970-12-01,1188
Cement,1971-03-01,1058
Cement,1971-06-01,1209
Cement,1971-09-01,1199
Cement,1971-12-01,1253
Cement,1972-03-01,1070
Cement,1972-06-01,1282
Cement,1972-09-01,1303
Cement,1972-12-01,1281
Cement,1973-03-01,1148
Cement,1973-06-01,1305
Cement,1973-09-01,1342
Cement,1973-12-01,1452
Cement,1974-03-01,1184
Cement,1974-06-01,1352
Cement,1974-09-01,1316
Cement,1974-12-01,1353
Cement,1975-03-01,1121
Cement,1975-06-01,1297
Cement,1975-09-01,1318
Cement,1975-12-01,1281
Cement,1976-03-01,1109
Cement,1976-06-01,1299
Cement,1976-09-01,1341
Cement,1976-12-01,1290
Cement,1977-03-01,1101
Cement,1977-06-01,1284
Cement,1977-09-01,1321
Cement,1977-12-01,1317
Cement,1978-03-01,1122
Cement,1978-06-01,1261
Cement,1978-09-01,1312
Cement,1978-12-01,1298
Cement,1979-03-01,1205
Cement,1979-06-01,1302
Cement,1979-09-01,1377
Cement,1979-12-01,1359
Cement,1980-03-01,1232
Cement,1980-06-01,1386
Cement,1980-09-01,1440
Cement,1980-12-01,1439
Cement,1981-03-01,1282
Cement,1981-06-01,1573
Cement,1981-09-01,1533
Cement,1981-12-01,1641
Cement,1982-03-01,1337
Cement,1982-06-01,1575
Cement,1982-09-01,1475
Cement,1982-12-01,1357
Cement,1983-03-01,1086
Cement,1983-06-01,1158
Cement,1983-09-01,1279
Cement,1983-12-01,1313
Cement,1984-03-01,1166
Cement,1984-06-01,1373
Cement,1984-09-01,1456
Cement,1984-12-01,1495
Cement,1985-03-01,1251
Cement,1985-06-01,1456
Cement,1985-09-01,1631
Cement,1985-12-01,1555
Cement,1986-03-01,1375
Cement,1986-06-01,1546
Cement,1986-09-01,1568
Cement,1986-12-01,1561
Cement,1987-03-01,1332
Cement,1987-06-01,1458
Cement,1987-09-01,1501
Cement,1987-12-01,1615
Cement,1988-03-01,1418
Cement,1988-06-01,1625
Cement,1988-09-01,1770
Cement,1988-12-01,1791
Cement,1989-03-01,1621
Cement,1989-06-01,1719
Cement,1989-09-01,1972
Cement,1989-12-01,1894
Cement,1990-03-01,1565
Cement,1990-06-01,1645
Cement,1990-09-01,1658
Cement,1990-12-01,1668
Cement,1991-03-01,1343
Cement,1991-06-01,1441
Cement,1991-09-01,1444
Cement,1991-12-01,1497
Cement,1992-03-01,1289
Cement,1992-06-01,1501
Cement,1992-09-01,1539
Cement,1992-12-01,1568
Cement,1993-03-01,1450
Cement,1993-06-01,1668
Cement,1993-09-01,1648
Cement,1993-12-01,1863
Cement,1994-03-01,1468
Cement,1994-06-01,1755
Cement,1994-09-01,1962
Cement,1994-12-01,1833
Cement,1995-03-01,1626
Cement,1995-06-01,1703
Cement,1995-09-01,1733
Cement,1995-12-01,1545
Cement,1996-03-01,1526
Cement,1996-06-01,1593
Cement,1996-09-01,1706
Cement,1996-12-01,1699
Cement,1997-03-01,1511
Cement,1997-06-01,1785
Cement,1997-09-01,1826
Cement,1997-12-01,1830
Cement,1998-03-01,1719
Cement,1998-06-01,1861
Cement,1998-09-01,1956
Cement,1998-12-01,2067
Cement,1999-03-01,1737
Cement,1999-06-01,1944
Cement,1999-09-01,2005
Cement,1999-12-01,2027
Cement,2000-03-01,1835
Cement,2000-06-01,2070
Cement,2000-09-01,1898
Cement,2000-12-01,1652
Cement,2001-03-01,1554
Cement,2001-06-01,1717
Cement,2001-09-01,1679
Cement,2001-12-01,1836
Cement,2002-03-01,1729
Cement,2002-06-01,1992
Cement,2002-09-01,2030
Cement,2002-12-01,1978
Cement,2003-03-01,1831
Cement,2003-06-01,1892
Cement,2003-09-01,2227
Cement,2003-12-01,2090
Cement,2004-03-01,1963
Cement,2004-06-01,2180
Cement,2004-09-01,2307
Cement,2004-12-01,2157
Cement,2005-03-01,1980
Cement,2005-06-01,2481
Cement,2005-09-01,2340
Cement,2005-12-01,2265
Cement,2006-03-01,2027
Cement,2006-06-01,2278
Cement,2006-09-01,2427
Cement,2006-12-01,2451
Cement,2007-03-01,2140
Cement,2007-06-01,2362
Cement,2007-09-01,2536
Cement,2007-12-01,2562
Cement,2008-03-01,2183
Cement,2008-06-01,2558
Cement,2008-09-01,2612
Cement,2008-12-01,2373
Cement,2009-03-01,1963
Cement,2009-06-01,2160
Cement,2009-09-01,2325
Cement,2009-12-01,2273
Cement,2010-03-01,1904
Cement,2010-06-01,2401
Electricity,1956-03-01,3923
Electricity,1956-06-01,4436
Electricity,1956-09-01,4806
Electricity,1956-12-01,4418
Electricity,1957-03-01,4339
Electricity,1957-06-01,4811
Electricity,1957-09-01,5259
Electricity,1957-12-01,4735
Electricity,1958-03-01,4608
Electricity,1958-06-01,5196
Electricity,1958-09-01,5609
Electricity,1958-12-01,4977
Electricity,1959-03-01,4883
Electricity,1959-06-01,5744
Electricity,1959-09-01,6035
Electricity,1959-12-01,5514
Electricity,1960-03-01,5387
Electricity,1960-06-01,6211
Electricity,1960-09-01,6659
Electricity,1960-12-01,5983
Electricity,1961-03-01,5709
Electricity,1961-06-01,6458
Electricity,1961-09-01,6875
Electricity,1961-12-01,6162
Electricity,1962-03-01,6098
Electricity,1962-06-01,7075
Electricity,1962-09-01,7595
Electricity,1962-12-01,6891
Electricity,1963-03-01,6707
Electricity,1963-06-01,7874
Electricity,1963-09-01,8555
Electricity,1963-12-01,7503
Electricity,1964-03-01,7469
Electricity,1964-06-01,8829
Electricity,1964-09-01,9513
Electricity,1964-12-01,8415
Electricity,1965-03-01,8170
Electricity,1965-06-01,9503
Electricity,1965-09-01,10306
Electricity,1965-12-01,9077
Electricity,1966-03-01,8650
Electricity,1966-06-01,10180
Electricity,1966-09-01,11234
Electricity,1966-12-01,9836
Electricity,1967-03-01,9490
Electricity,1967-06-01,10991
Electricity,1967-09-01,12170
Electricity,1967-12-01,10470
Electricity,1968-03-01,10087
Electricity,1968-06-01,11858
Electricity,1968-09-01,13198
Electricity,1968-12-01,11413
Electricity,1969-03-01,11136
Electricity,1969-06-01,13040
Electricity,1969-09-01,14248
Electricity,1969-12-01,12759
Electricity,1970-03-01,12328
Electricity,1970-06-01,14493
Electricity,1970-09-01,15664
Electricity,1970-12-01,13781
Electricity,1971-03-01,13299
Electricity,1971-06-01,15230
Electricity,1971-09-01,16667
Electricity,1971-12-01,14484
Electricity,1972-03-01,13838
Electricity,1972-06-01,15919
Electricity,1972-09-01,17149
Electricity,1972-12-01,15564
Electricity,1973-03-01,15024
Electricity,1973-06-01,17064
Electricity,1973-09-01,18512
Electricity,1973-12-01,16467
Electricity,1974-03-01,16249
Electricity,1974-06-01,18515
Electricity,1974-09-01,20377
Electricity,1974-12-01,17681
Electricity,1975-03-01,16692
Electricity,1975-06-01,19184
Electricity,1975-09-01,20078
Electricity,1975-12-01,18260
Electricity,1976-03-01,18023
Electricity,1976-06-01,20234
Electricity,1976-09-01,22272
Electricity,1976-12-01,19684
Electricity,1977-03-01,19031
Electricity,1977-06-01,21545
Electricity,1977-09-01,23270
Electricity,1977-12-01,20107
Electricity,1978-03-01,20084
Electricity,1978-06-01,22634
Electricity,1978-09-01,24494
Electricity,1978-12-01,21396
Electricity,1979-03-01,21323
Electricity,1979-06-01,23644
Electricity,1979-09-01,25994
Electricity,1979-12-01,22802
Electricity,1980-03-01,22604
Electricity,1980-06-01,24510
Electricity,1980-09-01,26690
Electricity,1980-12-01,24132
Electricity,1981-03-01,23639
Electricity,1981-06-01,26320
Electricity,1981-09-01,28345
Electricity,1981-12-01,24890
Electricity,1982-03-01,24675
Electricity,1982-06-01,27122
Electricity,1982-09-01,28590
Electricity,1982-12-01,25371
Electricity,1983-03-01,24687
Electricity,1983-06-01,27285
Electricity,1983-09-01,29290
